RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-03-31,2022-05-31,2023-02-28
395050,123,"Salinas, CA",Msa,CA,2022-02-28,0.9,5.0,16.9
395183,124,"Vallejo, CA",Msa,CA,2022-02-28,1.3,5.0,16.4
394870,125,"Mobile, AL",Msa,AL,2022-02-28,1.5,5.4,17.3
395015,126,"Reading, PA",Msa,PA,2022-02-28,1.7,5.3,16.9
394421,127,"Brownsville, TX",Msa,TX,2022-02-28,1.9,6.6,19.1
394746,128,"Killeen, TX",Msa,TX,2022-02-28,2.5,8.4,23.8
394439,129,"Canton, OH",Msa,OH,2022-02-28,1.4,5.0,16.2
394372,130,"Beaumont, TX",Msa,TX,2022-02-28,1.3,4.6,12.9
394820,131,"Manchester, NH",Msa,NH,2022-02-28,1.9,6.6,19.7
395048,132,"Salem, OR",Msa,OR,2022-02-28,1.6,6.0,20.1
394327,133,"Anchorage, AK",Msa,AK,2022-02-28,1.5,4.7,11.7
394520,134,"Davenport, IL",Msa,IL,2022-02-28,0.9,3.8,11.9
394972,135,"Peoria, IL",Msa,IL,2022-02-28,1.1,3.9,11.0
394898,136,"Myrtle Beach, SC",Msa,SC,2022-02-28,1.7,7.4,23.0
394875,137,"Montgomery, AL",Msa,AL,2022-02-28,1.6,5.1,14.8
395051,138,"Salisbury, MD",Msa,DE,2022-02-28,1.9,6.3,18.1
394658,139,"Gulfport, MS",Msa,MS,2022-02-28,1.9,6.3,18.1
395146,140,"Tallahassee, FL",Msa,FL,2022-02-28,1.7,5.7,16.9
395164,141,"Trenton, NJ",Msa,NJ,2022-02-28,1.1,4.7,15.1
394589,142,"Fayetteville, NC",Msa,NC,2022-02-28,1.6,5.3,16.5
394679,143,"Hickory, NC",Msa,NC,2022-02-28,1.4,5.3,18.0
394697,144,"Huntington, WV",Msa,WV,2022-02-28,2.6,5.8,15.1
394576,145,"Eugene, OR",Msa,OR,2022-02-28,2.0,6.9,20.7
395033,146,"Rockford, IL",Msa,IL,2022-02-28,2.5,7.5,18.9
395070,147,"Savannah, GA",Msa,GA,2022-02-28,2.6,9.1,23.5
394332,148,"Ann Arbor, MI",Msa,MI,2022-02-28,1.8,5.7,15.8
394927,149,"Ocala, FL",Msa,FL,2022-02-28,3.0,8.8,25.0
394732,150,"Kalamazoo, MI",Msa,MI,2022-02-28,1.8,5.5,16.6
394901,151,"Naples, FL",Msa,FL,2022-02-28,4.2,13.7,32.4
395107,152,"South Bend, IN",Msa,IN,2022-02-28,1.8,5.4,18.2
395109,153,"Spartanburg, SC",Msa,SC,2022-02-28,2.1,7.0,20.2
394579,154,"Evansville, IN",Msa,IN,2022-02-28,1.5,5.2,16.0
394747,155,"Kingsport, TN",Msa,TN,2022-02-28,2.0,5.9,16.8
395028,156,"Roanoke, VA",Msa,VA,2022-02-28,1.3,4.8,15.0
394646,157,"Green Bay, WI",Msa,WI,2022-02-28,1.8,5.8,17.2
394796,158,"Lincoln, NE",Msa,NE,2022-02-28,1.3,5.0,15.5
394602,159,"Fort Collins, CO",Msa,CO,2022-02-28,1.6,5.3,16.9
395179,160,"Utica, NY",Msa,NY,2022-02-28,2.2,6.7,17.9
394488,161,"Columbus, GA",Msa,GA,2022-02-28,1.4,5.2,15.7
394405,162,"Boulder, CO",Msa,CO,2022-02-28,1.7,6.2,19.0
394808,163,"Lubbock, TX",Msa,TX,2022-02-28,2.1,6.0,15.6
394572,164,"Erie, PA",Msa,PA,2022-02-28,1.4,4.8,14.4
394609,165,"Fort Smith, AR",Msa,AR,2022-02-28,1.5,5.2,15.0
394543,166,"Duluth, MN",Msa,MN,2022-02-28,1.0,4.1,13.7
394348,167,"Atlantic City, NJ",Msa,NJ,2022-02-28,2.4,8.1,22.5
394924,168,"New London, CT",Msa,CT,2022-02-28,1.6,5.8,15.7
395061,169,"San Luis Obispo, CA",Msa,CA,2022-02-28,2.2,7.3,19.7
394622,170,"Gainesville, FL",Msa,FL,2022-02-28,2.1,6.2,17.8
395065,171,"Santa Cruz, CA",Msa,CA,2022-02-28,3.5,9.1,21.7
394471,172,"Clarksville, TN",Msa,TN,2022-02-28,1.9,6.2,19.4
394447,173,"Cedar Rapids, IA",Msa,IA,2022-02-28,1.0,3.9,12.5
394851,174,"Merced, CA",Msa,CA,2022-02-28,2.1,6.6,20.4
395229,175,"Wilmington, NC",Msa,NC,2022-02-28,2.4,7.7,21.1
394741,176,"Kennewick, WA",Msa,WA,2022-02-28,1.8,5.9,20.0
394645,177,"Greeley, CO",Msa,CO,2022-02-28,2.5,7.6,20.3
395197,178,"Waco, TX",Msa,TX,2022-02-28,2.2,7.7,22.9
394937,179,"Olympia, WA",Msa,WA,2022-02-28,1.6,5.7,20.8
394323,180,"Amarillo, TX",Msa,TX,2022-02-28,1.9,5.9,16.7
394387,181,"Binghamton, NY",Msa,NY,2022-02-28,0.8,4.1,14.1
394660,182,"Hagerstown, WV",Msa,MD,2022-02-28,1.6,5.7,17.4
394412,183,"Bremerton, WA",Msa,WA,2022-02-28,2.3,7.5,21.8
394772,184,"Laredo, TX",Msa,TX,2022-02-28,1.0,4.1,13.3
394811,185,"Lynchburg, VA",Msa,VA,2022-02-28,2.1,6.2,16.8
395240,186,"Yakima, WA",Msa,WA,2022-02-28,1.8,6.0,20.7
753875,187,"Crestview-Fort Walton Beach-Destin, FL",Msa,FL,2022-02-28,2.1,7.1,22.0
395161,188,"Topeka, KS",Msa,KS,2022-02-28,1.1,4.5,15.2
394813,189,"Macon-Bibb County, GA",Msa,GA,2022-02-28,2.2,6.8,18.9
394454,190,"Champaign-Urbana, IL",Msa,IL,2022-02-28,1.0,3.8,11.5
395171,191,"Tuscaloosa, AL",Msa,AL,2022-02-28,1.6,5.3,15.3
394483,192,"College Station, TX",Msa,TX,2022-02-28,1.6,5.2,13.9
395103,193,"Sioux Falls, SD",Msa,SD,2022-02-28,1.5,5.1,15.4
394455,194,"Charleston, WV",Msa,WV,2022-02-28,2.0,5.7,12.8
394334,195,"Appleton, WI",Msa,WI,2022-02-28,1.7,5.1,16.3
394464,196,"Chico, CA",Msa,CA,2022-02-28,2.3,7.4,19.3
394459,197,"Charlottesville, VA",Msa,VA,2022-02-28,1.2,4.4,13.7
394468,198,"Claremont, NH",Msa,NH,2022-02-28,1.8,6.8,20.3
394361,199,"Barnstable Town, MA",Msa,MA,2022-02-28,1.5,5.9,18.9
394803,200,"Longview, TX",Msa,TX,2022-02-28,1.5,5.3,12.6
394429,201,"Burlington, VT",Msa,VT,2022-02-28,1.7,5.8,16.8
395002,202,"Prescott, AZ",Msa,AZ,2022-02-28,2.4,8.6,25.5
395114,203,"Springfield, IL",Msa,IL,2022-02-28,0.9,3.8,10.1
395174,204,"Tyler, TX",Msa,TX,2022-02-28,2.5,7.3,17.9
394773,205,"Las Cruces, NM",Msa,NM,2022-02-28,1.4,5.3,15.9
394585,206,"Fargo, ND",Msa,ND,2022-02-28,1.1,3.8,10.7
394691,207,"Houma, LA",Msa,LA,2022-02-28,0.7,3.0,9.5
395030,208,"Rochester, MN",Msa,MN,2022-02-28,1.2,4.5,15.1
394597,209,"Florence, SC",Msa,SC,2022-02-28,1.6,4.7,14.5
394848,210,"Medford, OR",Msa,OR,2022-02-28,1.2,4.9,15.8
753895,211,"Lafayette-West Lafayette, IN",Msa,IN,2022-02-28,1.7,5.4,17.4
394378,212,"Bellingham, WA",Msa,WA,2022-02-28,2.1,6.5,21.0
394765,213,"Lake Havasu City, AZ",Msa,AZ,2022-02-28,0.9,5.9,22.8
395047,214,"Saginaw, MI",Msa,MI,2022-02-28,1.9,6.1,19.0
394763,215,"Lake Charles, LA",Msa,LA,2022-02-28,2.4,6.5,14.0
394726,216,"Johnson City, TN",Msa,TN,2022-02-28,2.3,6.9,20.3
394565,217,"Elkhart, IN",Msa,IN,2022-02-28,2.4,7.0,19.1
395247,218,"Yuma, AZ",Msa,AZ,2022-02-28,1.8,6.6,21.6
395011,219,"Racine, WI",Msa,WI,2022-02-28,1.0,4.3,16.3
394346,220,"Athens, GA",Msa,GA,2022-02-28,2.5,7.6,22.0
395162,221,"Torrington, CT",Msa,CT,2022-02-28,1.3,6.3,18.1
395118,222,"St. Cloud, MN",Msa,MN,2022-02-28,1.0,4.2,15.0
394681,223,"Hilton Head Island, SC",Msa,SC,2022-02-28,2.5,8.2,22.4
753869,224,"Bloomington, IL",Msa,IL,2022-02-28,1.8,5.5,13.6
394680,225,"Hilo, HI",Msa,HI,2022-02-28,2.2,8.5,23.2
394960,226,"Panama City, FL",Msa,FL,2022-02-28,2.6,7.5,21.2
394748,227,"Kingston, NY",Msa,NY,2022-02-28,1.4,6.0,20.4
394519,228,"Daphne, AL",Msa,AL,2022-02-28,2.2,6.7,21.2
394623,229,"Gainesville, GA",Msa,GA,2022-02-28,3.2,10.7,29.4
395202,230,"Warner Robins, GA",Msa,GA,2022-02-28,1.6,5.3,15.6
394392,231,"Blacksburg, VA",Msa,VA,2022-02-28,1.0,4.1,13.7
394716,232,"Jacksonville, NC",Msa,NC,2022-02-28,1.7,5.4,16.6
395018,233,"Redding, CA",Msa,CA,2022-02-28,1.3,5.9,18.6
394872,234,"Monroe, LA",Msa,LA,2022-02-28,1.1,4.6,12.5
394729,235,"Joplin, MO",Msa,MO,2022-02-28,1.9,5.7,16.3
394559,236,"El Centro, CA",Msa,CA,2022-02-28,2.1,7.8,21.0
395151,237,"Terre Haute, IN",Msa,IN,2022-02-28,1.2,4.6,14.7
394896,238,"Muskegon, MI",Msa,MI,2022-02-28,2.0,6.3,20.6
394553,239,"East Stroudsburg, PA",Msa,PA,2022-02-28,1.9,6.9,22.5
395102,240,"Sioux City, IA",Msa,IA,2022-02-28,0.8,3.7,11.1
394651,241,"Greenville, NC",Msa,NC,2022-02-28,1.7,6.0,18.7
395210,242,"Waterloo, IA",Msa,IA,2022-02-28,1.2,4.1,12.1
394944,243,"Oshkosh, WI",Msa,WI,2022-02-28,2.2,6.6,18.3
395246,244,"Yuba City, CA",Msa,CA,2022-02-28,1.5,5.5,19.1
394299,245,"Abilene, TX",Msa,TX,2022-02-28,1.4,4.8,15.0
394485,246,"Columbia, MO",Msa,MO,2022-02-28,2.2,6.1,15.7
394539,247,"Dover, DE",Msa,DE,2022-02-28,1.6,5.3,16.0
394555,248,"Eau Claire, WI",Msa,WI,2022-02-28,1.5,5.6,17.7
394720,249,"Janesville, WI",Msa,WI,2022-02-28,0.4,3.0,14.3
394710,250,"Jackson, MI",Msa,MI,2022-02-28,1.2,4.8,16.8
395009,251,"Punta Gorda, FL",Msa,FL,2022-02-28,3.4,11.5,30.7
394393,252,"Bloomington, IN",Msa,IN,2022-02-28,1.9,5.8,17.5
395007,253,"Pueblo, CO",Msa,CO,2022-02-28,1.8,6.1,22.3
394386,254,"Billings, MT",Msa,MT,2022-02-28,1.3,4.7,14.5
394406,255,"Bowling Green, KY",Msa,KY,2022-02-28,0.9,4.2,15.2
394380,256,"Bend, OR",Msa,OR,2022-02-28,1.6,6.4,21.7
394306,257,"Albany, GA",Msa,GA,2022-02-28,3.4,7.1,16.7
395193,258,"Vineland, NJ",Msa,NJ,2022-02-28,0.8,4.9,17.2
394917,259,"Niles, MI",Msa,MI,2022-02-28,2.0,5.9,18.0
394731,260,"Kahului, HI",Msa,HI,2022-02-28,3.2,8.5,21.8
394946,261,"Ottawa, IL",Msa,IL,2022-02-28,1.5,4.7,13.3
395125,262,"State College, PA",Msa,PA,2022-02-28,1.4,4.6,13.4
394359,263,"Bangor, ME",Msa,ME,2022-02-28,2.1,7.7,21.3
394314,264,"Alexandria, LA",Msa,LA,2022-02-28,-0.3,1.8,7.6
394523,265,"Decatur, AL",Msa,AL,2022-02-28,1.7,5.9,17.7
394662,266,"Hanford, CA",Msa,CA,2022-02-28,1.4,5.4,17.2
394707,267,"Iowa City, IA",Msa,IA,2022-02-28,0.9,3.6,11.8
395036,268,"Rocky Mount, NC",Msa,NC,2022-02-28,1.9,6.3,19.1
394873,269,"Monroe, MI",Msa,MI,2022-02-28,0.6,3.4,12.5
395223,270,"Wichita Falls, TX",Msa,TX,2022-02-28,1.8,5.8,17.7
394428,271,"Burlington, NC",Msa,NC,2022-02-28,2.6,8.6,24.6
394814,272,"Madera, CA",Msa,CA,2022-02-28,1.6,5.9,20.3
394723,273,"Jefferson City, MO",Msa,MO,2022-02-28,1.8,5.5,15.8
394453,274,"Chambersburg, PA",Msa,PA,2022-02-28,1.4,5.1,15.1
395152,275,"Texarkana, TX",Msa,TX,2022-02-28,3.1,7.0,18.6
394563,276,"Elizabethtown, KY",Msa,KY,2022-02-28,1.3,5.4,16.3
395000,277,"Pottsville, PA",Msa,PA,2022-02-28,2.0,6.2,19.0
395221,278,"Wheeling, OH",Msa,OH,2022-02-28,2.5,5.8,16.4
394598,279,"Florence, AL",Msa,AL,2022-02-28,1.9,6.0,16.8
394639,280,"Grand Junction, CO",Msa,CO,2022-02-28,1.6,5.9,19.8
394493,281,"Concord, NH",Msa,NH,2022-02-28,2.1,6.5,19.3
394537,282,"Dothan, AL",Msa,AL,2022-02-28,1.3,4.7,13.2
395066,283,"Santa Fe, NM",Msa,NM,2022-02-28,2.4,7.0,18.6
394727,284,"Johnstown, PA",Msa,PA,2022-02-28,0.5,3.1,11.0
395163,285,"Traverse City, MI",Msa,MI,2022-02-28,1.7,5.9,19.8
394671,286,"Hattiesburg, MS",Msa,MS,2022-02-28,3.0,6.5,15.8
394515,287,"Dalton, GA",Msa,GA,2022-02-28,1.6,5.2,16.8
394860,288,"Midland, TX",Msa,TX,2022-02-28,1.2,4.1,11.8
394685,289,"Homosassa Springs, FL",Msa,FL,2022-02-28,2.2,7.6,24.5
394351,290,"Auburn, AL",Msa,AL,2022-02-28,2.5,5.9,16.6
395182,291,"Valdosta, GA",Msa,GA,2022-02-28,1.3,5.0,15.8
394480,292,"Coeur d'Alene, ID",Msa,ID,2022-02-28,1.0,5.3,23.4
395117,293,"Springfield, OH",Msa,OH,2022-02-28,1.4,5.9,18.0
395119,294,"St. George, UT",Msa,UT,2022-02-28,1.6,7.3,25.8
395079,295,"Vero Beach, FL",Msa,FL,2022-02-28,3.0,9.4,27.2
394930,296,"Odessa, TX",Msa,TX,2022-02-28,0.6,2.6,8.4
394900,297,"Napa, CA",Msa,CA,2022-02-28,2.1,7.0,17.7
395170,298,"Tupelo, MS",Msa,MS,2022-02-28,2.9,6.5,15.5
394368,299,"Battle Creek, MI",Msa,MI,2022-02-28,1.8,5.8,18.0
394719,300,"Jamestown, NY",Msa,NY,2022-02-28,1.7,5.8,17.9
394577,301,"Eureka, CA",Msa,CA,2022-02-28,1.8,5.8,17.0
395013,302,"Rapid City, SD",Msa,SD,2022-02-28,2.1,6.2,17.6
394595,303,"Flagstaff, AZ",Msa,AZ,2022-02-28,1.5,6.5,21.8
394810,304,"Lumberton, NC",Msa,NC,2022-02-28,3.2,6.5,17.2
395215,305,"Wausau, WI",Msa,WI,2022-02-28,1.3,4.7,15.3
394756,306,"La Crosse, WI",Msa,WI,2022-02-28,1.2,4.6,14.9
394783,307,"Lebanon, PA",Msa,PA,2022-02-28,1.4,5.1,15.8
394703,308,"Idaho Falls, ID",Msa,ID,2022-02-28,1.7,6.3,23.0
395098,309,"Sierra Vista, AZ",Msa,AZ,2022-02-28,1.9,5.7,17.8
394983,310,"Pittsfield, MA",Msa,MA,2022-02-28,1.4,5.4,16.8
394780,311,"Lawton, OK",Msa,OK,2022-02-28,1.4,5.0,14.1
394588,312,"Farmington, NM",Msa,NM,2022-02-28,1.8,6.2,19.2
394712,313,"Jackson, TN",Msa,TN,2022-02-28,2.1,6.8,20.1
394879,314,"Morgantown, WV",Msa,WV,2022-02-28,0.7,4.1,13.2
394633,315,"Glens Falls, NY",Msa,NY,2022-02-28,1.9,5.8,16.5
395232,316,"Winchester, VA",Msa,VA,2022-02-28,1.0,4.6,15.5
395120,317,"St. Joseph, MO",Msa,MO,2022-02-28,1.2,4.8,14.2
394321,318,"Altoona, PA",Msa,PA,2022-02-28,1.4,4.4,13.8
394905,319,"New Bern, NC",Msa,NC,2022-02-28,1.6,5.6,16.8
394442,320,"Carbondale, IL",Msa,IL,2022-02-28,1.1,4.1,12.1
394802,321,"London, KY",Msa,KY,2022-02-28,1.1,4.3,13.6
394800,322,"Logan, ID",Msa,UT,2022-02-28,2.4,7.9,25.0
394668,323,"Harrisonburg, VA",Msa,VA,2022-02-28,0.9,4.1,13.6
394374,324,"Beckley, WV",Msa,WV,2022-02-28,2.5,5.7,13.4
394824,325,"Mansfield, OH",Msa,OH,2022-02-28,1.1,4.3,16.7
395217,326,"Weirton, OH",Msa,OH,2022-02-28,2.6,5.7,15.3
394635,327,"Goldsboro, NC",Msa,NC,2022-02-28,2.0,6.1,17.3
394353,328,"Augusta, ME",Msa,ME,2022-02-28,1.7,6.7,21.3
394661,329,"Hammond, LA",Msa,LA,2022-02-28,1.9,5.0,12.1
394728,330,"Jonesboro, AR",Msa,AR,2022-02-28,1.8,5.9,16.5
395094,331,"Sherman, TX",Msa,TX,2022-02-28,2.4,7.1,21.4
394333,332,"Anniston, AL",Msa,AL,2022-02-28,2.4,6.3,17.6
395128,333,"Staunton, VA",Msa,VA,2022-02-28,1.0,4.1,13.7
394893,334,"Muncie, IN",Msa,IN,2022-02-28,2.1,6.9,21.5
394890,335,"Mount Vernon, WA",Msa,WA,2022-02-28,2.0,7.2,23.6
394307,336,"Albany, OR",Msa,OR,2022-02-28,1.7,6.0,20.4
395213,337,"Watertown, NY",Msa,NY,2022-02-28,1.2,4.6,12.4
395225,338,"Williamsport, PA",Msa,PA,2022-02-28,1.3,4.6,13.2
394474,339,"Cleveland, TN",Msa,TN,2022-02-28,2.8,7.6,20.8
395089,340,"Sheboygan, WI",Msa,WI,2022-02-28,1.8,6.0,17.7
394390,341,"Bismarck, ND",Msa,ND,2022-02-28,0.9,3.6,10.0
394949,342,"Owensboro, KY",Msa,KY,2022-02-28,0.6,3.6,16.3
394546,343,"Dunn, NC",Msa,NC,2022-02-28,2.0,6.2,18.0
395237,344,"Wooster, OH",Msa,OH,2022-02-28,5.5,11.2,25.3
394880,345,"Morristown, TN",Msa,TN,2022-02-28,2.6,7.6,19.4
394734,346,"Kankakee, IL",Msa,IL,2022-02-28,1.4,4.6,14.3
394423,347,"Brunswick, GA",Msa,GA,2022-02-28,2.9,8.4,20.7
394932,348,"Ogdensburg, NY",Msa,NY,2022-02-28,0.5,4.5,17.3
395054,349,"San Angelo, TX",Msa,TX,2022-02-28,0.7,4.0,13.8
394857,350,"Michigan City, IN",Msa,IN,2022-02-28,2.0,5.9,17.8
753890,351,"Holland, MI",Msa,MI,2022-02-28,2.1,6.0,17.8
395218,352,"Wenatchee, WA",Msa,WA,2022-02-28,1.9,6.5,20.8
394778,353,"Lawrence, KS",Msa,KS,2022-02-28,1.1,5.1,16.2
394524,354,"Decatur, IL",Msa,IL,2022-02-28,1.6,5.4,13.6
394867,355,"Missoula, MT",Msa,MT,2022-02-28,3.4,10.2,29.0
753915,356,"Salem, OH",Msa,OH,2022-02-28,1.2,4.3,13.6
394369,357,"Bay City, MI",Msa,MI,2022-02-28,1.5,5.1,16.4
394788,358,"Lewiston, ME",Msa,ME,2022-02-28,2.6,8.0,22.8
395039,359,"Roseburg, OR",Msa,OR,2022-02-28,1.4,5.3,19.1
395139,360,"Sumter, SC",Msa,SC,2022-02-28,1.7,5.3,15.9
394852,361,"Meridian, MS",Msa,MS,2022-02-28,1.1,3.3,9.4
395095,361,"Show Low, AZ",Msa,AZ,2022-02-28,2.4,8.0,24.9
394396,363,"Bluefield, WV",Msa,WV,2022-02-28,2.6,5.8,14.9
394518,364,"Danville, VA",Msa,VA,2022-02-28,0.9,4.2,13.0
394794,365,"Lima, OH",Msa,OH,2022-02-28,1.6,5.8,17.8
394495,366,"Cookeville, TN",Msa,TN,2022-02-28,1.5,5.5,19.6
753872,367,"California-Lexington Park, MD",Msa,MD,2022-02-28,0.9,3.8,13.3
394620,368,"Gadsden, AL",Msa,AL,2022-02-28,1.7,6.3,19.5
394513,369,"Cumberland, MD",Msa,MD,2022-02-28,1.1,5.2,14.5
394804,370,"Longview, WA",Msa,WA,2022-02-28,1.6,5.5,19.7
395222,371,"Whitewater, WI",Msa,WI,2022-02-28,2.1,6.3,18.3
394599,372,"Fond du Lac, WI",Msa,WI,2022-02-28,1.5,5.4,16.4
394709,373,"Ithaca, NY",Msa,NY,2022-02-28,2.7,7.1,15.6
394340,374,"Ashtabula, OH",Msa,OH,2022-02-28,1.3,5.1,16.0
394630,375,"Gettysburg, PA",Msa,PA,2022-02-28,1.3,4.5,13.7
394980,376,"Pine Bluff, AR",Msa,AR,2022-02-28,1.8,5.8,15.5
395168,377,"Tullahoma, TN",Msa,TN,2022-02-28,2.7,8.6,23.1
395023,378,"Richmond, KY",Msa,KY,2022-02-28,1.3,4.9,16.1
394302,379,"Adrian, MI",Msa,MI,2022-02-28,1.5,5.0,16.4
395173,380,"Twin Falls, ID",Msa,ID,2022-02-28,2.2,7.6,25.8
394501,381,"Corning, NY",Msa,NY,2022-02-28,,1.2,8.6
395080,382,"Sebring, FL",Msa,FL,2022-02-28,2.2,7.4,22.9
395166,383,"Truckee, CA",Msa,CA,2022-02-28,1.4,4.5,15.1
394953,384,"Paducah, KY",Msa,KY,2022-02-28,1.0,4.3,14.1
394637,385,"Grand Forks, ND",Msa,ND,2022-02-28,1.1,4.0,11.0
395090,386,"Shelby, NC",Msa,NC,2022-02-28,1.1,5.0,15.1
394580,387,"Fairbanks, AK",Msa,AK,2022-02-28,-0.5,2.3,10.0
394928,388,"Ocean City, NJ",Msa,NJ,2022-02-28,2.1,7.4,22.2
394823,389,"Mankato, MN",Msa,MN,2022-02-28,1.0,3.8,13.4
395038,390,"Rome, GA",Msa,GA,2022-02-28,3.0,8.9,24.0
394441,391,"Cape Girardeau, MO",Msa,MO,2022-02-28,1.2,4.7,15.4
394689,392,"Hot Springs, AR",Msa,AR,2022-02-28,1.7,6.4,21.0
394655,393,"Greenwood, SC",Msa,SC,2022-02-28,1.2,4.6,15.2
395140,394,"Sunbury, PA",Msa,PA,2022-02-28,2.3,5.5,16.1
394469,395,"Clarksburg, WV",Msa,WV,2022-02-28,2.9,6.4,16.0
395190,396,"Victoria, TX",Msa,TX,2022-02-28,3.4,9.1,21.3
395145,397,"Talladega, AL",Msa,AL,2022-02-28,3.3,7.4,18.4
394542,398,"Dubuque, IA",Msa,IA,2022-02-28,0.8,3.9,13.0
395153,399,"The Villages, FL",Msa,FL,2022-02-28,4.4,10.3,24.8
394311,400,"Albertville, AL",Msa,AL,2022-02-28,2.2,6.3,18.3
394821,401,"Manhattan, KS",Msa,KS,2022-02-28,0.4,2.9,11.5
394964,402,"Parkersburg, WV",Msa,WV,2022-02-28,0.8,4.4,15.1
394911,403,"New Philadelphia, OH",Msa,OH,2022-02-28,1.3,5.0,13.7
394942,404,"Orangeburg, SC",Msa,SC,2022-02-28,3.3,7.2,16.3
394462,405,"Cheyenne, WY",Msa,WY,2022-02-28,1.1,4.1,14.0
394907,406,"New Castle, PA",Msa,PA,2022-02-28,1.2,5.1,16.1
394410,407,"Brainerd, MN",Msa,MN,2022-02-28,1.7,5.4,17.3
394733,408,"Kalispell, MT",Msa,MT,2022-02-28,3.5,11.4,32.5
395086,409,"Sevierville, TN",Msa,TN,2022-02-28,3.3,10.6,31.0
394325,410,"Ames, IA",Msa,IA,2022-02-28,1.1,3.7,11.4
394407,411,"Bozeman, MT",Msa,MT,2022-02-28,1.5,5.6,20.5
394882,412,"Moses Lake, WA",Msa,WA,2022-02-28,1.6,6.2,21.0
394704,413,"Indiana, PA",Msa,PA,2022-02-28,1.8,4.4,13.9
394568,414,"Elmira, NY",Msa,NY,2022-02-28,1.3,4.4,14.3
394847,415,"Meadville, PA",Msa,PA,2022-02-28,2.0,4.9,14.5
394373,416,"Beaver Dam, WI",Msa,WI,2022-02-28,1.5,5.4,15.6
753912,417,"Pinehurst-Southern Pines, NC",Msa,NC,2022-02-28,3.0,9.1,23.5
395175,418,"Ukiah, CA",Msa,CA,2022-02-28,0.3,3.3,11.9
753887,419,"Hermiston-Pendleton, OR",Msa,OR,2022-02-28,1.6,5.9,19.7
394809,420,"Lufkin, TX",Msa,TX,2022-02-28,2.9,6.6,17.5
395248,421,"Zanesville, OH",Msa,OH,2022-02-28,1.5,5.2,16.6
394505,422,"Corvallis, OR",Msa,OR,2022-02-28,1.2,5.3,17.6
394395,423,"Bloomsburg, PA",Msa,PA,2022-02-28,2.0,4.8,14.4
394776,424,"Laurel, MS",Msa,MS,2022-02-28,2.8,6.3,15.1
395042,425,"Russellville, AR",Msa,AR,2022-02-28,1.3,4.2,13.3
394411,426,"Branson, MO",Msa,MO,2022-02-28,1.2,4.9,17.7
395212,427,"Watertown, WI",Msa,WI,2022-02-28,1.7,5.5,17.0
394859,428,"Midland, MI",Msa,MI,2022-02-28,1.3,5.5,17.7
394941,429,"Opelousas, LA",Msa,LA,2022-02-28,0.9,4.1,13.1
394988,430,"Pocatello, ID",Msa,ID,2022-02-28,1.6,6.0,22.2
394755,431,"Kokomo, IN",Msa,IN,2022-02-28,1.6,5.0,16.0
394641,432,"Grants Pass, OR",Msa,OR,2022-02-28,0.8,4.2,16.4
394699,433,"Huntsville, TX",Msa,TX,2022-02-28,3.4,6.9,17.4
394986,434,"Plattsburgh, NY",Msa,NY,2022-02-28,1.7,5.3,14.4
394638,435,"Grand Island, NE",Msa,NE,2022-02-28,0.8,3.9,14.3
394541,436,"DuBois, PA",Msa,PA,2022-02-28,0.8,3.6,12.6
394516,437,"Danville, IL",Msa,IL,2022-02-28,1.1,4.3,12.0
394822,438,"Manitowoc, WI",Msa,WI,2022-02-28,1.5,5.8,17.3
394644,439,"Great Falls, MT",Msa,MT,2022-02-28,2.5,7.0,18.9
395231,440,"Wilson, NC",Msa,NC,2022-02-28,1.3,4.7,17.4
394511,441,"Cullman, AL",Msa,AL,2022-02-28,4.6,10.0,22.4
394936,442,"Olean, NY",Msa,NY,2022-02-28,5.1,11.5,23.3
394350,443,"Auburn, NY",Msa,NY,2022-02-28,1.2,4.9,14.9
394999,444,"Portsmouth, OH",Msa,OH,2022-02-28,0.9,4.3,13.4
394345,445,"Athens, TX",Msa,TX,2022-02-28,2.4,7.3,21.0
394925,446,"Oak Harbor, WA",Msa,WA,2022-02-28,1.9,6.4,20.7
394465,447,"Chillicothe, OH",Msa,OH,2022-02-28,0.9,4.0,14.4
394682,448,"Hinesville, GA",Msa,GA,2022-02-28,1.3,3.8,13.1
395106,449,"Somerset, PA",Msa,PA,2022-02-28,2.1,4.9,14.4
395205,450,"Warsaw, IN",Msa,IN,2022-02-28,1.7,5.2,16.3
395133,451,"Stillwater, OK",Msa,OK,2022-02-28,1.3,4.1,13.2
395010,452,"Quincy, IL",Msa,IL,2022-02-28,0.9,3.8,12.3
394738,453,"Keene, NH",Msa,NH,2022-02-28,1.3,6.2,18.2
395062,454,"Sandusky, OH",Msa,OH,2022-02-28,2.7,7.8,19.2
395077,455,"Searcy, AR",Msa,AR,2022-02-28,2.0,6.3,16.1
394489,456,"Columbus, IN",Msa,IN,2022-02-28,1.3,4.6,14.9
395027,457,"Roanoke Rapids, NC",Msa,NC,2022-02-28,3.4,6.7,17.0
394452,458,"Centralia, WA",Msa,WA,2022-02-28,2.5,6.5,20.2
394445,459,"Casper, WY",Msa,WY,2022-02-28,1.6,5.0,13.1
394675,460,"Helena, MT",Msa,MT,2022-02-28,2.3,7.2,20.5
394593,461,"Findlay, OH",Msa,OH,2022-02-28,1.3,4.5,14.7
753928,462,"Wisconsin Rapids-Marshfield, WI",Msa,WI,2022-02-28,0.4,3.1,14.8
