GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""19049""","Dallas, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4014,4261,4410,5016,5983,6244,6777,7112,7485,8504,9452,9974,11748,12297,12733,13854,14197,15126,16049,16639,18214,18647,19266,20867,21200,22853,23937,26091,27114,28167,29040,30463,30914,30929,31515,35174,37012,39616,44160,46441,47327,49379,51947,54336,56567,59225,62852,62760,64976,67409,67878,70851
" ""19051""","Davis, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3270,3525,3689,4304,5056,4632,5220,5510,5434,6516,7096,7419,8261,8954,8764,9972,10263,10875,11335,11518,12729,14177,13703,15132,15147,16372,15733,18044,18689,18855,18305,19739,18781,19256,19836,22481,23249,24413,25676,27283,27357,29287,31107,33804,35312,34288,34564,33307,35664,38647,39508,41649
" ""19053""","Decatur, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2725,3038,3187,3569,4224,4121,4444,4924,4876,6118,5898,6149,7226,7849,7635,9015,10097,10603,11079,10546,12337,12765,13000,13630,13581,14621,13842,15495,16619,16564,16820,18239,17997,18814,19072,21519,22020,22514,23392,25956,25465,25602,28168,28354,28524,28807,30223,30178,32810,34732,35075,38347
" ""19055""","Delaware, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2936,3193,3321,3836,4766,4984,5981,5617,6227,7676,7713,7245,9153,9007,8690,11629,11881,13089,14293,13489,15348,16189,15474,16977,16495,18317,18043,21455,22152,21955,21793,23817,24507,24349,24622,25984,26898,28105,30388,32012,31523,34243,40108,40601,45718,45421,47181,46938,49398,51013,50248,54843
" ""19057""","Des Moines, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4319,4339,4525,4906,5486,5932,6529,7048,7742,8528,9472,10008,11006,11342,11798,13128,13605,14207,14970,15564,16678,17610,17918,18792,19196,20210,20886,22208,23260,24406,24885,26578,27690,28092,27717,28873,29663,33077,35549,37165,35867,35470,38472,40011,41948,45815,48085,49608,47903,48752,49577,51704
" ""19059""","Dickinson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3645,3989,4122,4749,6222,5950,6447,6594,7636,8733,8989,9471,10807,11205,11586,13518,13493,14480,15548,16429,18053,18771,18822,20276,20394,22701,24072,26727,27328,28634,29631,31106,32171,33369,34986,36554,36976,39564,42291,42759,41723,44198,47351,49527,51449,53433,56672,55628,56634,59230,61473,63319
" ""19061""","Dubuque, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3408,3721,3915,4260,4772,5299,5774,6223,7135,7982,8645,9143,10126,10385,10870,12324,12844,13331,14525,14930,16227,16968,17407,18739,19211,20514,21627,22527,23387,24859,24989,26383,26954,27520,28173,29075,30140,32745,35375,36728,35658,37083,39303,41341,41556,43137,44968,45725,46813,49703,51329,54751
" ""19063""","Emmet, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3584,4025,4175,4424,5909,5970,6317,6217,7242,8328,8468,9934,10779,10181,10373,11477,12369,13065,13616,13870,15161,15813,15519,16903,15772,18636,19214,21542,22407,23433,22828,24823,24902,26190,26920,28822,28191,29077,32305,34578,33008,35555,39068,40588,42206,41717,41436,39448,40755,44570,45441,46654
" ""19065""","Fayette, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3006,3290,3329,3749,4729,4894,5303,5576,6201,7352,7820,7660,8970,9039,9245,11352,11525,12026,13049,12557,14305,15022,14907,15820,15160,17419,17822,20005,20520,20251,20109,21617,22327,22460,22423,25187,25973,26462,29458,31221,30196,32788,37499,38632,39542,40116,39868,39684,41629,43776,43734,47373
" ""19067""","Floyd, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3526,3684,3473,4040,5561,5675,6197,6427,7388,8066,8600,9013,9932,10388,10479,12296,12379,13177,14094,14199,15003,16752,16944,17649,16953,18307,18827,20688,21515,21596,21409,23041,24190,24871,25141,28152,29041,29449,31822,34530,33500,34986,38146,38470,42308,41782,44679,44537,44705,46364,47251,50215
" ""19069""","Franklin, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3723,4081,3821,4552,6353,6539,7305,6517,6774,8572,8399,8743,10360,10011,10178,12390,12944,14371,14699,14553,15767,16306,15725,18273,15712,19733,19694,23830,23971,24494,23844,26549,26854,26095,26040,30890,30722,31635,35536,36475,35574,37878,46984,48165,50524,49379,46633,43963,45259,47140,47032,51028
" ""19071""","Fremont, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4211,4383,4345,4826,6548,5316,6137,7101,6619,8467,8866,9866,11170,11281,12314,12113,13745,14495,13526,14692,15099,15107,15819,17333,15548,18772,18843,22979,23554,23862,25433,27408,27747,27199,28818,33684,32544,33174,35658,39815,44180,43571,42993,45490,43548,42075,43582,43080,43597,43761,47724,50870
" ""19073""","Greene, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4145,4430,4315,5366,7190,6710,7160,6787,6073,9356,9607,10139,11525,11387,11738,12142,12910,14295,14938,14625,16492,16103,16666,19101,16757,19946,20575,23236,22202,22033,22239,23893,24853,26193,27137,31249,31159,31754,35865,39484,39263,38901,46017,46881,48740,46910,45043,43950,44979,46954,48006,52647
" ""19075""","Grundy, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3767,3943,4009,4734,6386,6741,7160,7104,7955,9156,9825,10403,12018,11917,11994,13357,13652,14413,15513,15287,16483,18159,18886,20871,19688,21927,23584,25199,26751,26017,25207,26826,28262,28559,29096,33324,33772,34951,38282,42718,41611,42233,46865,49754,49578,48283,47878,47220,49281,51112,51819,55615
" ""19077""","Guthrie, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3282,3422,3484,3975,5273,5091,5557,5881,5984,7686,7917,8040,9996,10289,9992,11766,12660,13157,14269,13960,15982,16321,16518,17636,16562,18859,19056,21393,22153,23078,22796,24812,26111,26895,27747,33331,34392,37773,39404,43868,38855,39099,44478,44396,48773,47779,50256,49405,49190,51844,51268,54755
" ""19079""","Hamilton, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3894,4238,4592,5302,6771,6428,7275,6991,7572,9184,9777,10380,12138,12192,12665,13461,14437,15139,15534,15073,18068,17701,18436,19301,18345,21957,21874,25144,25900,25284,25016,26711,27428,26983,27741,31685,32578,39092,42136,42593,37263,39113,45806,44493,50030,52006,51656,49116,50332,54236,50543,51584
" ""19081""","Hancock, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4049,4375,4318,5449,6931,6818,7770,7587,8361,9666,9465,9537,11635,11696,12239,13968,14461,14927,14637,15352,15713,16464,15278,17700,16376,19761,19283,22573,23097,22861,24108,27047,26982,28177,28494,32778,32246,33154,36667,39324,36516,38793,44681,47506,50038,50306,48564,46691,50605,52790,51365,54318
" ""19083""","Hardin, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3857,4191,4002,4543,5992,6032,6548,6748,7088,8623,9001,9730,11121,11143,11570,12928,13693,14481,14941,14367,15815,17121,17097,18727,18110,20342,20762,23172,23880,24100,23021,25297,27438,26789,26474,31695,32660,34300,39957,40561,37123,39347,46148,48107,49179,48944,46956,45039,46711,48418,47644,50328
" ""19085""","Harrison, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3565,3489,3650,4050,5276,4742,5660,5504,5982,7572,7857,7981,9964,10103,10085,11352,12485,12402,12565,12761,13789,14628,15194,17259,16705,18683,18950,22172,22568,22144,23369,26197,26384,27597,28211,30617,30305,31277,33986,37877,37105,35878,39540,40870,40969,39560,41957,42518,42761,45088,47471,49678
" ""19087""","Henry, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3528,3758,3939,4406,5259,5446,6446,6867,7222,8117,8657,9043,10305,10666,10746,12277,12886,13452,13940,14539,15691,16761,16924,17826,17833,19027,19136,20862,22044,22370,22439,24246,24894,25540,25587,27991,28320,29784,31587,33206,31622,31918,33957,37547,37509,38141,39638,40176,40825,42808,43772,46541
" ""19089""","Howard, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2769,3026,3200,3834,5316,4597,5150,5523,6646,7599,7932,7837,9370,9272,9468,11931,11638,12918,13350,12466,14645,15537,15427,16457,15292,18479,18674,20903,21988,22983,23195,24724,24020,25657,25698,28688,30230,30216,33713,34902,32985,37108,42354,44496,49182,45982,47220,45059,45204,48497,48597,52726
" ""19091""","Humboldt, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3539,3782,3742,4235,6189,6449,7175,6524,7253,8914,8750,9079,11128,11216,10990,12487,12672,13692,14506,14801,17121,16548,16205,18918,17423,20748,21908,24945,24710,24522,24437,26758,26554,27516,27670,31093,31159,31169,33932,36866,36082,35894,43685,44254,47246,46071,47611,47690,46539,48589,49859,52298
" ""19093""","Ida, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4147,4073,4107,4746,6184,5912,6056,5172,6570,8593,8132,7462,10053,9856,9151,12544,13105,13451,14270,14846,15833,16515,16201,17898,16470,18946,19383,22866,23027,23348,23938,25687,27582,27720,29121,33876,34075,35374,40270,44401,39190,40401,44985,46135,43860,43889,44687,46281,47907,50870,52025,57429
" ""19095""","Iowa, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3779,4262,4222,4552,5418,5186,5971,6495,6969,8358,8521,8658,10072,10324,10593,13607,13658,13785,15304,14985,16896,17795,18581,20873,20597,22483,21812,24595,27051,28058,29934,30212,30447,31773,32102,34242,33685,35384,37311,40760,39093,39446,43507,47555,48799,49191,49604,49624,51585,53500,54941,58759
" ""19097""","Jackson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3299,3507,3632,4033,4962,4865,5444,5898,6361,7433,7631,8024,9340,9468,9317,11310,11407,11759,12892,12896,14254,15220,14924,16125,16568,17454,17686,19484,20653,21046,21578,22743,23378,24067,24498,26912,27415,28908,31013,32958,32316,34221,37408,38455,38769,39355,42273,42807,43547,44437,45994,49878
" ""19099""","Jasper, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3820,4100,4128,4894,5697,5848,6393,6908,7240,8581,9141,9849,11351,11657,12331,13917,14359,14918,15817,16018,17158,18307,18387,19373,19266,21132,21727,23357,24250,24957,25542,26600,28333,28953,28779,29923,29792,31240,33489,34875,33679,33676,36892,37897,38684,39172,38987,40562,41417,42019,43692,46473
" ""19101""","Jefferson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3473,3647,3701,4053,4992,5675,5866,6211,6410,7260,7874,8013,9288,9053,9313,11376,11878,13047,13680,13884,15091,16140,16116,18071,17682,19727,20199,22490,25074,26044,25530,27744,26587,26386,26177,28409,29497,31953,33327,34577,31735,32445,34098,35838,35045,36658,37753,38251,38624,40207,40903,42674
" ""19103""","Johnson, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3430,3708,3974,4341,4865,5278,6116,6628,7535,8537,9179,10135,11243,11958,12666,13783,14304,15053,15708,16496,18206,18829,19630,20578,21438,22692,23454,24658,25590,27238,28639,30805,31433,32262,32940,34230,34884,36758,38792,40713,40085,40590,43213,44663,45095,47042,48028,49387,50974,53822,54769,56573
" ""19105""","Jones, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3390,3639,3692,4022,4953,5134,5633,5652,6202,7455,7618,7678,9046,9002,8865,11058,11255,11629,12541,12369,14030,14783,14480,15564,15186,16557,16694,18497,19207,19887,20770,22655,23561,23634,23903,25823,26439,28395,30853,33184,33230,34374,36680,37820,38839,38774,41156,41744,42405,43438,44454,47506
" ""19107""","Keokuk, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3490,3700,3873,4458,5718,5133,6224,6160,6709,8087,8102,8253,9707,10429,10344,12609,12987,13584,14868,13404,15601,15822,16015,16931,15884,17986,17319,20196,21983,21181,21768,23780,24021,24766,25391,28563,27823,28884,31137,34358,34073,33976,38804,40924,43035,41951,42628,41816,42579,43852,44403,48599
" ""19109""","Kossuth, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3404,3639,3708,4496,6601,6478,7039,6119,7024,8380,8162,8891,10423,10407,10978,12398,13011,14494,14778,15107,16334,16416,15185,17679,15502,19583,19401,22844,23957,23671,22893,26046,25136,26194,26991,30960,32164,33285,37148,40786,39049,41264,47995,49827,52648,50457,49325,47630,49340,51412,50442,53422
" ""19111""","Lee, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3551,3710,3875,4259,4958,5333,5965,6486,6998,8062,8786,9300,10532,10856,11217,12492,13061,13414,13772,14382,15467,16160,16425,17460,17579,19004,19604,21448,21933,22503,22748,23936,24636,25370,25873,27124,27328,28423,30245,32524,31458,31505,33372,34815,35083,37152,39386,39631,39375,41094,42953,45548
" ""19113""","Linn, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4088,4322,4504,4835,5424,5993,6603,7265,7991,8914,10057,10828,11873,12526,12975,14055,14922,15743,16781,17688,19274,19999,20478,21241,21945,23194,24232,25520,26703,29166,30368,31810,32068,32351,32995,34283,35500,37212,39335,41299,40574,42026,43602,45844,45664,47744,49192,50112,50911,52725,53578,56592
" ""19115""","Louisa, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3567,3802,3911,4262,5436,5351,6275,6203,6552,7300,7824,9026,10390,10835,9888,11925,12214,13066,13699,13702,15282,16021,15884,17403,16830,18361,18774,20551,21456,21453,22052,23981,24994,25473,25400,27079,27596,27987,29160,30987,30286,31312,34190,37069,37339,37516,38601,38730,39853,41954,42777,44821
" ""19117""","Lucas, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3417,3949,4012,4457,5204,5057,5796,6579,6459,7866,8087,8851,9909,10369,10500,11447,12071,13140,13694,14129,15143,15700,15975,16811,16328,18230,16826,18431,19197,19819,20532,21955,22501,22676,23716,25511,26104,27442,28711,31248,31872,32222,33846,35125,36426,37433,38478,38961,39548,41442,42585,44707
" ""19119""","Lyon, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3550,3603,3728,4376,6220,5053,5442,4970,6236,7874,8305,7634,9758,10316,9870,11900,12413,12786,13388,13172,15094,15448,15565,16683,15720,18165,18543,22052,21797,21191,21465,24380,25575,24170,25611,29782,30771,32016,33915,38378,34591,39640,48053,51764,56030,56819,56769,51935,56626,57059,55786,57766
" ""19121""","Madison, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3641,3921,4073,4416,5609,5216,6127,6806,6731,7890,8043,8890,9981,10732,10644,12061,12933,13593,14107,14164,15740,16362,16854,17637,17593,19249,19048,21474,22722,23469,24360,25499,26740,27579,28150,30641,32240,33795,35783,38205,37831,37603,39776,40707,41874,42960,44314,45903,47681,49150,50345,53244
" ""19123""","Mahaska, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3311,3577,3770,4462,5359,5456,6114,6447,6975,8296,8557,8784,10284,10645,10512,11946,12716,13297,14113,14120,15175,15978,16313,17076,16906,18484,18512,20593,22006,23062,23642,25287,24986,24834,25899,28401,28607,30181,32291,34511,33030,32379,35554,36809,37510,37510,38064,38440,39627,43180,43462,46388
" ""19125""","Marion, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3781,3998,4205,4767,5630,6009,6734,7040,7096,8503,9230,9740,11228,11849,12427,13307,13813,14501,15358,15404,16320,17191,17395,18394,18588,20023,20175,21574,22932,23803,24958,26891,26209,26383,26807,28903,30537,31617,34010,35820,34234,35110,37876,39861,39747,41047,42410,43973,46368,48351,50704,53648
" ""19127""","Marshall, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4243,4515,4729,4985,5901,6288,6947,7532,7684,8856,9519,10483,11626,12022,12526,13472,14034,14512,15403,15722,17676,18202,18926,19868,19736,21245,22025,22747,23919,24736,25062,26081,27303,27902,28181,29155,29752,31136,32443,33582,33271,33835,36039,37394,37935,38846,40538,41698,40507,42260,43722,47696
" ""19129""","Mills, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4426,4335,4384,4771,6221,5823,6735,7167,7198,8617,8513,9242,10471,11278,11530,13065,14483,15750,16849,17603,18393,19442,20303,21502,21003,23212,22927,26288,27663,27883,28768,30901,32195,34356,34201,37291,37768,39045,40522,44301,45257,43279,46494,49987,50376,49211,50626,50317,50966,54814,58598,60384
" ""19131""","Mitchell, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3288,3529,3522,4359,5874,5127,6078,5688,7037,8106,7999,8123,9825,10302,10613,13401,13842,15076,15973,14954,17155,18517,17875,19252,17661,20275,20558,23528,24074,23350,23001,24744,25606,25676,25029,28095,28820,30303,33001,37611,35267,38398,44458,46391,52069,57163,60227,58184,56632,63254,62670,62037
" ""19133""","Monona, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3709,3863,3823,4529,6485,5421,6309,5126,6529,7929,7381,7643,10815,10785,9677,11203,12178,12895,12763,13343,14779,15045,14795,17423,16325,18868,17999,21492,22116,21957,23030,24800,25671,25936,26573,29088,28071,27228,31327,36311,37722,36659,40121,39861,41754,41680,45445,42174,42390,44626,46952,50807
" ""19135""","Monroe, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3025,3277,3512,4037,4840,4763,5401,6025,6134,7011,7371,8289,8985,9717,9798,11188,11776,12294,13400,13541,14912,15963,16284,17376,16921,18485,18521,20483,21618,21957,22339,24724,24252,24788,25497,27460,27581,28314,30014,31922,32683,32666,34724,34849,36043,36781,37920,39100,40676,43339,45325,48423
" ""19137""","Montgomery, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3802,4027,4059,4424,5861,5666,6135,6905,7136,8452,9654,9408,10835,11342,11263,12312,12933,13946,14384,14957,16645,17060,17787,18641,18049,19851,19527,22852,23169,23795,23760,26455,26835,27008,26687,29988,29537,30855,32668,35072,34003,34019,36067,37862,38057,37261,39110,38403,38630,41346,42740,45665
" ""19139""","Muscatine, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3912,4158,4264,4568,5297,5704,6568,7156,7633,8505,9211,10283,11665,12207,12522,13978,14491,14909,15663,16348,17467,18675,18870,20014,20165,21243,21437,22980,23961,25323,25331,26762,27891,28906,29468,32260,32798,35057,36909,37623,35432,36196,38466,40286,40393,42812,43856,44314,45351,46619,48157,51135
" ""19141""","O'Brien, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3524,3532,3811,4617,6199,6070,6652,6489,7404,8780,8707,8971,10514,11011,11074,12680,13523,14366,15074,15958,16505,17285,17307,17948,16703,19447,19940,23139,23818,24207,24362,26090,26672,26458,28005,31582,32694,33427,35594,40171,37223,40559,47014,49569,50344,51284,52410,50772,51960,54381,54710,57629
" ""19143""","Osceola, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3674,3814,3980,4862,6974,5553,6665,5850,7323,8690,8439,8707,10054,9542,9633,11226,11685,12676,13278,13999,15034,15892,16364,17308,15355,19556,19581,23055,23182,22359,22955,25452,25737,24695,26047,31764,32906,45304,49632,47517,35276,37685,47523,50648,56157,56924,56516,48895,50338,51758,48362,50706
" ""19145""","Page, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3665,3808,4076,4410,5531,5191,6036,6722,6853,7817,8546,8604,9852,10388,10842,11596,12798,14101,14120,14479,16263,16812,17137,18205,17893,19364,19662,21460,21795,21964,22459,24259,23524,23593,24846,28281,28665,29511,30874,32671,33401,32935,34391,37162,38008,38346,39148,39404,39525,41071,42970,47321
" ""19147""","Palo Alto, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3499,3780,3857,4343,6334,5845,6370,5878,6994,8397,8147,9559,10618,10390,10028,11350,13043,13639,14291,14364,15251,15955,14598,17362,14815,18643,18967,23150,23262,21817,22374,24935,24962,24304,26128,30141,31453,40550,44620,43090,35519,36849,45947,49605,55200,55312,55547,49613,50244,54550,50554,51679
" ""19149""","Plymouth, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3392,3470,3650,4362,5871,5309,5950,5721,6563,8165,8058,7547,9640,10012,9696,12053,13005,13268,14508,13854,16160,16854,17468,19004,18967,20083,20823,23420,24138,24921,25645,27396,28068,28260,28617,32987,33886,34674,37270,40813,39038,42022,45250,47043,48557,49460,51040,52324,52733,55481,56634,59460
" ""19151""","Pocahontas, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3624,3815,3872,4522,6961,6514,6803,5680,7344,8941,8262,9216,11503,11149,10255,11655,13994,14530,14084,14669,16306,15778,15886,18350,15388,20397,20129,24495,25460,23325,22756,24906,24921,26011,26344,30951,30938,31792,34263,42148,39227,38162,47862,51096,57786,51498,57823,50936,47096,53255,52929,53074
" ""19153""","Polk, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4185,4526,4825,5273,5757,6329,7032,7709,8645,9580,10791,11654,12766,13657,14342,15512,16199,16871,17738,19065,20360,21711,21999,23083,23679,24880,26279,27545,28823,31005,32045,33475,34650,35279,36158,38326,39516,41530,42368,43248,41441,42655,43374,46009,45309,47884,49783,50758,51650,52762,54049,57080
" ""19155""","Pottawattamie, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3663,3881,4007,4369,5099,5378,5800,6510,7101,8203,8636,9432,10613,11097,11622,12679,13297,13699,14225,14758,15383,16228,16964,17796,17901,19425,20242,21807,22868,23985,25106,26692,27477,28254,28733,29735,30553,32194,33037,34958,34790,34178,36139,38860,39007,39679,42205,42286,42648,44820,45642,47921
" ""19157""","Poweshiek, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3675,3843,4019,4593,5706,5645,6231,6699,6941,8277,8635,8844,10394,10844,11032,12896,13032,14287,15146,15162,16693,17445,17823,18858,18727,20588,20783,22547,24314,25372,25884,27448,28022,28428,28503,30760,31359,33151,34661,37277,35503,35559,39209,41006,42566,42478,43988,42203,42920,44959,46021,50139
" ""19159""","Ringgold, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3238,3588,3643,4309,5880,4763,5695,6383,5797,7400,7103,7655,8666,9534,8736,9340,10453,12439,13039,12262,14046,13987,14076,15151,14017,17013,14791,18231,19879,19173,19373,21278,20523,20902,20983,25487,25115,25837,26433,29979,31874,32269,36605,37362,41624,40586,42248,39685,43127,45840,46574,50196
" ""19161""","Sac, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3862,3897,3861,4726,6446,6305,6511,5991,7004,8880,9268,8730,11234,10694,10338,12256,12658,14154,13890,14444,15409,15664,15752,17515,16412,18948,18691,22923,23694,22261,22555,24642,26619,26865,26345,32026,31544,31166,35547,40162,37848,41209,48504,48961,54190,51284,51616,47525,51361,54227,56400,59653
" ""19163""","Scott, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4188,4353,4577,4963,5667,6215,6722,7271,8047,8927,9988,10930,12016,12440,12820,14113,14639,15034,16020,16766,17966,18890,19412,20320,20778,21702,22974,24414,25548,27278,27700,29120,30329,31021,31713,34293,36135,38519,41903,44152,42464,44157,46917,47811,47408,48484,49525,50543,52524,53655,55094,58465
" ""19165""","Shelby, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3444,3653,3627,4359,5682,5248,5642,5798,6230,8597,8621,7960,10273,10267,9927,12073,13114,12928,14043,14173,15642,16461,16739,17581,16605,18712,19183,22115,22968,22369,22758,25543,26968,27814,26997,30108,30409,31265,34289,39960,38672,39677,46346,46963,49950,48486,49167,48048,49203,51543,52317,55229
" ""19167""","Sioux, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3444,3594,3634,4370,5556,5370,5408,5809,6434,8209,8296,8270,9799,9444,9977,12257,12742,12771,13520,13465,15106,16419,16133,17875,17564,18715,19440,22377,23327,22968,22988,24718,25958,26447,27956,29379,30888,31889,33262,35398,31687,35028,40177,44042,45558,48221,51062,48221,51471,53439,52234,55209
" ""19169""","Story, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3292,3544,3781,4125,4754,4993,5544,6022,6554,7601,8297,9047,9917,10647,11149,12282,12945,13427,14214,14650,16143,16910,17666,18441,18832,20353,21347,22706,23878,24983,25632,26553,27164,27519,28628,29950,30999,32707,34240,36196,33402,33218,35209,39518,37031,38069,39257,39474,40351,42525,44100,45951
" ""19171""","Tama, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3600,3801,3933,4457,5735,5620,6556,6658,7040,8043,8169,8885,10501,10884,10555,12402,12994,13689,14705,14703,15766,16584,16615,17534,17278,19462,19483,20843,22214,22328,22647,23293,23812,24667,24471,28852,28672,30092,33094,35976,35619,36631,40488,42037,41680,41149,42244,42462,42801,45254,46647,52315
" ""19173""","Taylor, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3086,3341,3295,3956,5198,4545,5499,6255,6182,7082,7607,7473,8667,9499,8847,9511,11222,11978,12142,11347,12553,13124,13865,14774,13830,16149,14336,18553,19499,19030,19393,21303,21198,21835,22386,26995,27638,28100,31843,34693,33138,33584,37605,37212,38670,37343,38199,36353,39932,40877,41479,44763
" ""19175""","Union, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3208,3402,3616,4114,5062,4852,5497,6162,6269,7154,7773,8524,9575,10621,10625,11407,12296,12873,13267,13657,14944,15439,15723,16815,16660,18135,17981,19322,20612,20903,20875,22550,23139,23539,23444,25963,26518,27950,29081,31820,31553,33366,35860,35682,37033,37123,37763,37053,38316,40565,41084,43735
" ""19177""","Van Buren, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2917,3166,3407,3785,4627,4655,5527,5856,6084,7046,7198,7198,8265,8632,8357,9709,10412,11055,11727,11628,13145,14176,14291,15338,14568,16314,15728,18626,19669,19218,18615,20597,20899,21765,23310,25180,24727,25546,27113,29190,29617,29973,32094,34266,35409,35802,36461,36646,38492,40690,40328,41781
" ""19179""","Wapello, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3596,3691,3964,4364,4591,4956,5571,6091,6700,7453,8345,9245,9840,10427,10623,11636,11998,12364,13085,13797,15004,15776,16308,16754,16700,17893,18664,19860,20046,20664,20731,22064,23270,24092,24579,26254,26759,28191,30043,32105,31236,31097,32108,33085,33501,34044,35528,35789,37349,38404,39576,42889
" ""19181""","Warren, IA",4,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3664,3845,4139,4596,5188,5398,6109,6648,7013,8189,8861,9455,10342,10935,11325,12335,12995,13438,14222,15082,16024,16736,17597,18418,18785,20187,20769,22052,23371,23974,24988,26329,27557,28346,28747,31500,32550,34363,35977,38471,37651,38147,40085,41857,42328,44060,45585,48064,49693,50327,51955,54251
