GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
" ""25023""","Plymouth, MA",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4028,4101,4332,4573,4854,5227,5683,6241,6799,7549,8522,9860,10853,11791,12931,14368,15464,16601,17992,19634,20792,20709,21017,22273,23239,24409,25781,27069,28596,29950,32095,34916,35513,35945,36911,39222,40858,43886,46034,48250,46714,48026,50543,52956,53781,56046,59343,61350,63531,66219,68792,74034
" ""25025""","Suffolk, MA",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4293,4720,4982,5285,5753,6204,6613,7044,7667,8649,9510,10393,11303,12338,13241,14842,15915,16966,18708,21021,22983,24625,25196,26214,26749,27907,28846,30606,32227,34227,36411,39929,42855,42428,42950,45697,48618,53402,54718,55209,58788,64867,63516,63300,61980,63062,67656,72424,76928,80916,84307,90571
" ""25027""","Worcester, MA",1,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3833,4062,4284,4663,5135,5596,6092,6647,7222,7994,8911,10066,11171,12041,12909,14420,15398,16546,17778,19115,19907,20368,20524,21392,22011,23068,24114,25455,27134,28442,29817,33012,33555,33211,34205,35987,37253,39448,41503,43136,42178,43647,45614,47463,47220,48826,51221,52681,54092,55971,58196,63286
" ""26000""",Michigan,3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4107,4200,4530,5001,5554,5918,6340,7070,7913,8778,9566,10230,10995,11499,12332,13612,14720,15562,16061,17089,18332,19051,19298,20280,21219,22687,23801,24821,25990,27430,28629,30344,30749,30602,31279,32168,32946,33812,34929,35969,34307,35769,37829,39355,39696,41383,43655,44809,45983,47708,49277,53259
" ""26001""","Alcona, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3011,3028,3198,3384,3720,3967,4524,5008,5490,6022,6596,7321,8037,8653,9275,10126,10602,11015,11537,11914,12894,13964,14241,14705,15441,16414,17718,17985,18695,19655,20209,21228,21374,21749,22262,22760,23387,23589,24881,26699,26651,28668,30066,31477,32329,33174,34774,35169,36854,38678,40579,44953
" ""26003""","Alger, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2544,2648,2911,3264,3571,3913,4327,4637,4842,5328,5693,6321,6681,7179,7744,8606,9089,10340,10844,11233,12092,12578,12503,13385,14187,15220,15779,16720,17661,18180,18514,19472,21410,21541,21613,22650,22383,22281,22351,23521,24760,25275,26434,27257,27592,29142,30469,31114,32009,33280,34032,37951
" ""26005""","Allegan, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3466,3507,3723,4160,4692,5077,5416,5792,6483,7331,8128,8611,9259,9682,10333,11443,11982,13265,13953,14540,15720,16336,16794,17784,18667,20058,21065,22225,23463,24536,26137,27570,27229,26475,26905,28280,29761,30845,31971,33099,32319,33738,36299,36751,37817,38755,40518,41616,42858,45086,46185,50091
" ""26007""","Alpena, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3133,3289,3537,3917,4270,4738,5243,5745,6290,7130,7725,8315,8723,9084,9864,10792,11420,12144,12658,13809,14773,15484,15932,16759,17481,18760,19421,20110,21418,22538,23399,24813,25054,25366,26136,26618,27684,28192,29549,31454,30876,32203,33406,34012,34340,35264,37429,38244,39421,40050,41212,45685
" ""26009""","Antrim, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3334,3200,3401,3829,4209,4544,4818,5320,6080,6887,7592,8383,8926,9161,9501,10341,11358,11927,12384,12505,14151,14975,15166,15892,16772,18120,19789,21056,22329,23832,25132,25289,25890,25464,25686,26211,27426,28219,29653,31184,30830,32571,34571,36471,38272,40442,43029,43777,44975,46307,48432,52490
" ""26011""","Arenac, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3228,3284,3513,3810,4257,4692,4887,5392,6117,6722,7230,7829,8283,8722,9264,10170,11045,11606,12099,12426,13634,14101,14251,14609,15290,16045,16897,17524,18660,19411,20297,21330,21025,21206,21827,22261,22683,23103,24514,26957,26998,28443,29712,30745,31110,32300,33325,34987,35759,37333,38639,43466
" ""26013""","Baraga, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2713,3193,3468,3840,3889,4271,4702,5136,5491,6150,6681,7320,7816,7963,8283,9078,9541,10180,10824,11144,12431,12743,13738,14438,15484,15422,16613,17629,18939,19359,20182,20013,20286,20249,21109,21991,22454,23562,24432,26677,26155,26899,27276,29514,29779,30107,30849,31086,31587,32398,34274,38750
" ""26015""","Barry, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3530,3353,3628,3997,4519,4955,5485,6210,6773,7577,8426,9167,9735,10165,10604,11676,12299,12911,13362,14488,15807,16219,16910,17814,18856,20542,22249,23466,24910,26440,27780,29135,28918,28373,28519,29151,29695,30874,31442,33122,31262,33197,35731,37001,37785,39208,40907,42018,42660,44431,45920,49232
" ""26017""","Bay, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3560,3582,3920,4196,4688,5159,5505,6264,7100,7780,8571,9442,10138,10639,11326,12202,13036,13694,14233,15229,16063,17100,17670,18692,19425,20578,21384,22313,23405,24060,25099,26465,27092,26978,27691,28359,28805,29933,31004,32386,32341,33755,34954,35551,35732,36810,38587,39641,40149,42286,43554,47786
" ""26019""","Benzie, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3163,3432,3818,4142,4346,4720,5144,5476,6176,6911,7384,7851,8547,9400,9902,10966,11781,12309,12853,13270,14244,14762,15313,16203,17408,18569,19480,20623,21920,22943,24064,24716,25232,24566,23583,26732,26857,27553,28662,30503,30182,31811,33588,34416,35271,37460,39925,40837,42519,44188,45896,50509
" ""26021""","Berrien, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3906,4066,4343,4810,5248,5666,5951,6304,7028,7752,8263,8904,9705,10342,10892,11844,12496,13292,14170,14902,15989,16596,17055,18285,19347,20431,21414,22146,23647,24526,25891,27010,28211,28519,29180,30532,30887,32684,34357,36135,34480,36404,37783,37880,38610,40208,42776,44232,45226,47325,48231,52395
" ""26023""","Branch, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3244,3218,3606,3902,4504,4735,5571,6003,6843,7420,8161,8735,9593,10044,10648,11356,11810,12422,12881,13318,14322,14832,15048,15361,15685,16735,17254,17884,18691,19135,20716,21650,21998,21990,22758,23091,23650,24129,24635,25685,25894,27667,29953,30109,31097,31582,32981,33680,35248,36349,37942,42356
" ""26025""","Calhoun, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3926,4076,4472,4876,5349,5639,6281,6887,7433,8113,8874,9456,10235,10843,11291,12076,13067,13776,14681,15365,16345,17056,17821,18871,19435,20592,21379,22245,23718,24276,24636,25136,25720,26538,27060,27702,28505,29055,30152,31538,31139,32192,33069,34186,34478,35335,37265,37873,38333,39189,40428,44729
" ""26027""","Cass, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3751,3675,4016,4645,5116,5279,5875,6271,6885,7787,8092,8538,9105,9713,10621,11677,11821,12720,13377,13746,14611,14990,15506,16678,17754,19262,20012,20408,22162,23199,24412,25553,25907,26162,27051,28224,29089,29958,30809,31190,29549,31953,34456,35035,36209,37258,39277,41412,42748,44529,45216,50365
" ""26029""","Charlevoix, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2946,3190,3446,3966,4258,4715,5189,5671,6315,7169,7754,8360,8821,9444,10050,10741,11456,12028,12740,13877,15136,16286,17060,18120,18923,20672,21714,23129,24311,25127,26377,27411,28419,29433,30184,32688,33784,35991,36165,37895,35831,38094,40348,40897,40836,43485,46796,47794,49519,51899,53133,57289
" ""26031""","Cheboygan, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2995,3042,3227,3534,3846,4186,4771,5178,5679,6278,7021,7720,8257,8697,9139,9906,10545,11305,11715,12206,13359,14012,14567,14893,16039,17033,18170,19186,20321,21279,21899,22302,23084,22840,23685,24353,24973,25350,26376,27990,27881,29005,30598,31733,32800,33953,35610,36654,37812,38602,40138,44801
" ""26033""","Chippewa, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3079,3480,3831,4068,4551,4867,5401,5782,5473,5987,6538,7319,7709,8300,8793,9582,10129,10527,10930,11376,11577,12324,12802,13741,14597,15519,16229,17135,17897,18236,19447,20105,21071,21106,21913,22825,23216,23570,24589,26201,26903,28216,28354,29845,30552,29548,30999,31570,32567,33642,35284,39693
" ""26035""","Clare, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3022,2883,3056,3316,3489,3876,4351,4777,5383,5939,6478,6894,7468,8129,8668,9240,9826,10398,10771,11296,12131,12704,13069,13823,14444,15164,15923,16640,17675,18228,19266,19692,20190,20065,20916,21590,22286,22659,23471,25110,25962,27117,28122,28373,29502,29852,31561,32318,33354,34501,34619,38655
" ""26037""","Clinton, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3671,3625,3887,4321,4613,4881,5044,5553,6335,7115,8133,9103,10280,10595,11963,13124,14018,14661,14647,15390,16634,17074,17766,18885,19544,21115,22448,23932,25332,26497,28299,29661,30013,28178,27583,28483,30035,31814,33539,34388,33611,35382,37105,37719,38414,39999,41351,43302,44459,46013,47341,51053
" ""26039""","Crawford, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3188,3277,3121,3483,3593,3859,4801,4919,5400,5844,5912,6638,7225,7859,8175,8731,9723,9975,10285,10582,11460,12223,13033,13424,14417,15214,15765,16620,17658,18118,19761,20537,20398,20368,20478,20930,21100,21560,22382,23432,24313,25949,26919,27941,28394,30024,30854,32062,32692,34583,35237,39405
" ""26041""","Delta, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2979,3250,3405,3758,4175,4692,5084,5689,6080,6666,7321,8030,8636,9428,9833,10580,11217,11939,12369,12813,14065,14896,15468,16515,17402,18584,19354,20539,21693,22898,22945,23924,24371,24571,25657,26384,27116,27621,28924,30694,31149,32389,33161,33823,33529,35010,36185,37134,38264,39332,40957,45260
" ""26043""","Dickinson, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3304,3586,3916,4276,4751,5448,5970,6556,7258,8080,9001,9668,9992,10895,11555,12144,12443,13092,13459,14497,16549,17670,16776,18044,19131,20057,20872,22156,22762,23784,24692,26019,27766,28212,28980,29595,30197,31200,32697,34762,35037,36217,38451,39190,39591,41107,42754,43972,45932,47908,48949,53526
" ""26045""","Eaton, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3958,3772,4297,4757,5221,5382,5754,6650,7560,8064,8864,9773,10856,11347,12536,13544,14621,15396,15612,16250,17547,18410,19187,20230,20763,22149,23114,24033,25070,25507,26625,27789,29482,29651,29478,30060,29855,30920,32145,33228,32656,33598,34498,34957,35767,36836,38835,39837,40964,42326,43537,47407
" ""26047""","Emmet, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3534,3715,4012,4428,4782,5178,5559,6151,6842,7556,8261,9085,9597,10417,11192,12212,13082,14061,14975,15899,18085,19120,19343,20123,20991,22127,22990,23825,24650,25985,27430,28961,29538,30584,31561,34088,35230,36508,38608,40863,38988,40887,42523,44425,45465,47919,50556,52626,53962,55980,58548,62918
" ""26049""","Genesee, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4073,3970,4574,4975,5428,5497,6032,7205,8269,8990,9785,10341,11434,11530,12696,14200,15390,16078,15371,16031,16843,17540,18389,18987,19828,21872,22977,23916,24314,25041,25677,26797,26608,26695,27429,27911,28381,29357,29882,30540,29686,30674,32201,33382,34105,35320,37168,38174,39142,40495,41940,46152
" ""26051""","Gladwin, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3187,3114,3333,3598,3895,4201,4565,4931,5477,5993,6426,7083,7621,8145,8585,9336,9887,10575,10878,11541,12439,13016,13225,14031,14701,15839,16447,16595,17873,18762,19555,20260,21402,21745,22520,23258,23715,23973,26117,29112,27161,28313,28885,29881,30166,30920,32595,33828,35270,36249,37307,40772
" ""26053""","Gogebic, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2937,3247,3448,3771,4064,4519,4899,5263,5503,6076,6571,7356,7820,8506,8819,8967,9496,10352,10889,11515,12684,13461,14552,14991,15819,16627,17480,18331,18923,19433,20575,21256,21658,21923,22556,23859,24345,24927,26093,28031,28342,29267,30631,32088,32338,34330,36729,37690,36873,39296,43769,47894
" ""26055""","Grand Traverse, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3464,3900,4158,4472,4832,5253,5997,6560,7268,8133,8649,9237,9871,10486,11282,12678,13737,14913,15904,15514,16968,18009,18478,19862,20613,21822,22852,23911,25507,27385,29305,30123,28953,28930,29726,30471,31552,33812,34243,35841,34444,36760,38453,40400,40899,43364,45539,46396,48624,50582,52631,56861
" ""26057""","Gratiot, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3463,3511,3806,4371,4859,5533,5670,6157,6819,7200,7767,8438,9064,9557,10179,11450,11968,12240,12962,13873,14511,14650,15113,15841,16785,17426,18375,19245,20388,20751,22114,20944,21660,21531,21699,23388,24375,24680,25569,27173,27638,28920,31434,31886,32099,32515,34020,34517,35475,36786,37530,42067
" ""26059""","Hillsdale, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3374,3494,3742,4224,4798,5030,5390,5964,6696,7202,7993,8189,9004,9329,9839,10964,11554,11834,12675,13118,14278,14768,14724,16051,17030,17783,18766,19695,20628,21606,22762,23349,23536,23742,24239,25279,25595,25862,26823,27859,27188,28377,29447,29634,30263,30853,32444,33397,34021,35290,35801,39404
" ""26061""","Houghton, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2665,2873,3047,3229,3592,3942,4365,4758,5167,5793,6294,7103,7675,8202,8856,9426,10047,10546,10807,11524,12567,13388,14055,14294,15229,16086,16810,17969,18358,18937,19955,20773,22817,22408,23018,24083,24424,25579,26596,27589,28310,28981,29905,30846,31323,32443,34365,34936,35291,37069,38870,42884
" ""26063""","Huron, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3117,3281,3429,3955,4744,5630,5484,5887,6369,6980,7687,8819,9271,9822,10046,11932,12705,12766,13711,14141,16102,15884,16243,17022,18131,19212,20840,21415,22789,23500,24777,25418,25592,26068,26701,28436,29748,30250,32031,35474,33132,36255,39720,39905,39969,41388,42236,42859,43424,44793,45933,53638
" ""26065""","Ingham, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3903,4052,4563,4970,5433,5666,6436,7121,7870,8583,9462,10053,10905,11555,12546,13536,14452,15140,15569,16474,17738,18412,19069,19904,20367,21615,22418,23227,24210,24989,26407,27622,28047,28023,28742,29261,29696,30400,31102,32508,31808,33567,34006,34492,34292,35594,36849,37640,38478,39912,41298,44957
" ""26067""","Ionia, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3164,3132,3445,3824,4283,4633,5069,5522,6065,6723,7327,7993,8643,8938,9629,10796,11401,11807,12092,12455,13338,13769,13236,14033,14919,16289,16991,17806,18879,19576,20874,21701,22834,22828,23437,23949,24323,24072,25065,26030,25548,26844,28190,28445,29294,30240,31410,31842,33141,34824,35503,39366
" ""26069""","Iosco, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3806,4128,4369,4713,5068,5454,5955,6297,6576,7136,7662,8367,9032,9879,10550,11013,11762,12603,13378,14021,15267,15865,15978,15433,16774,17918,18293,18405,18997,19325,19740,20686,21321,21222,21829,23072,23850,24469,25574,27145,27348,28292,29227,30553,31040,32124,33600,34468,35429,36720,38943,43618
" ""26071""","Iron, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2747,2901,3292,3456,3872,4448,5013,5407,5829,6462,7210,8245,8553,9038,9755,10234,10649,10930,11359,11851,13228,14033,14218,14552,15183,16095,17173,18342,19385,20205,20931,21593,23290,23167,24108,25278,26101,26856,27813,29724,30407,32439,33923,35444,35983,37679,40670,41627,42542,43659,45446,49153
" ""26073""","Isabella, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2998,2951,3191,3504,3993,4411,4922,5328,5723,6329,6959,7806,8671,9133,9709,10465,11028,11541,12060,12761,14004,14563,14918,15455,16326,16865,17288,17910,18809,19435,20658,21682,22201,22226,22360,23097,24338,24918,25410,26882,26223,27376,28385,29056,30126,31160,32421,32734,33543,34961,36275,40021
" ""26075""","Jackson, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3951,4082,4250,4755,5313,5641,6135,6609,7260,8117,8881,9478,10233,10586,11160,12138,12749,13376,14130,14805,15996,16364,16605,17514,18379,19547,20583,21366,22332,23067,24410,25461,25827,25849,26102,26981,27517,28043,28783,30202,29622,30547,31726,32485,32964,34183,35768,37329,37814,39359,40413,44889
" ""26077""","Kalamazoo, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3987,4091,4302,4649,5229,5738,6326,6869,7631,8411,9276,10032,11075,11600,12512,13599,14421,15356,16228,17362,18964,19424,20286,21148,22046,23128,24205,25192,25982,27289,27704,28644,30309,30614,31087,31845,32471,34084,35007,37014,35962,36740,38805,39999,40674,41726,44276,45441,46284,47968,49305,52403
" ""26079""","Kalkaska, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3034,3365,3423,3756,4238,4765,5798,4686,5515,6326,6320,6785,7578,8017,8427,9155,9329,9928,10417,10748,11635,12789,13667,14756,15947,16553,16777,17337,18245,18276,18469,18707,19268,20170,20585,20871,21981,23045,24505,26631,25744,26788,28292,29546,30335,32493,33510,33479,33962,35103,36085,41545
" ""26081""","Kent, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3837,4050,4359,4799,5266,5707,6146,6779,7519,8481,9301,9988,10909,11476,12307,13542,14543,15433,16240,17212,18189,19378,19863,21132,21814,23370,24542,25625,26977,28754,29711,31803,31779,31374,32340,34680,35599,37684,39013,41241,37054,39308,42682,45803,45289,47167,49814,50584,50621,52153,53799,57397
" ""26083""","Keweenaw, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2689,2709,2852,3311,3734,4159,4789,5167,5481,5790,6319,6837,7440,7647,8057,8748,8729,10046,10404,11599,13477,14554,15901,15808,15667,17179,17560,18896,19844,20237,21511,22314,25331,25256,25829,26070,27610,28202,30318,32354,34074,34807,36848,38146,38001,38771,42358,43096,44779,46617,48537,51972
" ""26085""","Lake, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2946,2933,3070,3425,3590,3882,4052,4401,4678,5032,5313,6177,6650,7221,7768,8472,8927,9650,9998,10334,11142,11537,12606,13315,14382,15198,15798,16471,17196,17468,18449,19158,19665,20188,20409,20863,20725,20940,21737,23872,24549,25985,27283,27615,27605,28766,29435,30389,30829,33117,34379,39507
" ""26087""","Lapeer, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3541,3515,3923,4473,4957,5079,5339,6130,7260,7903,8557,9143,9976,10407,11414,12771,14176,14880,14826,15476,17065,17348,17804,18132,19522,21549,22171,22889,23838,25097,26776,28384,27987,27603,28053,28788,29797,30328,30936,31712,30078,31392,33413,35360,36107,37355,39148,39760,41805,43493,44862,49441
" ""26089""","Leelanau, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3699,3760,4199,4483,4861,5678,5786,6299,7348,8398,8386,9138,9946,10499,11256,12376,13186,14091,15036,15071,17042,18134,19368,20456,21298,23010,23453,25182,26563,27769,28739,29079,31612,33108,34640,37299,38727,39508,39951,42825,40104,41988,45263,52423,55642,62249,61058,62176,63133,66770,69373,73238
" ""26091""","Lenawee, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3712,3883,4011,4576,5153,5304,5831,6467,7250,7892,8796,9391,10067,10494,11256,12484,13250,13826,14892,15802,16622,17147,17041,18034,19035,20744,21146,21704,22828,23914,24924,26210,26565,26784,27603,28121,28961,29456,29800,30309,29249,30618,32310,33278,33047,34182,36169,37023,37689,39559,40866,44821
" ""26093""","Livingston, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4357,4161,4387,4875,5347,5601,5978,6924,7868,8886,9840,10427,11139,11784,12875,14715,16357,17542,18065,19428,20583,21010,21130,22771,24181,26535,27695,28814,30406,32710,34002,36098,36904,36144,36029,36220,37574,38566,40164,41155,39114,40429,43715,46007,46627,48790,51674,54331,56279,57832,59097,62622
" ""26095""","Luce, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2451,2754,2944,3129,3827,4282,5101,5540,6088,6680,7200,8667,9477,10050,11451,11991,12803,13324,13925,14902,15875,15989,17498,16652,18244,19599,21137,19247,19216,18120,18008,18422,19431,19624,20399,20850,20298,21179,21847,23113,24133,25095,25504,26317,26108,27061,28548,29193,30002,30740,31604,36339
" ""26097""","Mackinac, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2661,2938,3178,3429,3820,4172,4772,5195,5494,6088,6784,7508,8342,9140,9771,10643,11564,11988,12702,13320,14593,15615,16429,17153,18479,19936,21351,22866,23708,24810,25110,26381,26703,25982,26452,27646,27644,27883,29168,31301,31874,32995,34360,36204,36730,37374,39346,40986,42120,43071,44986,50217
" ""26099""","Macomb, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4361,4381,4705,5268,5893,6206,6540,7489,8553,9604,10419,10915,11723,12089,12988,14564,16360,17321,17742,19159,20366,21260,21346,21617,22341,23980,25107,26032,27952,29409,31051,33139,32625,32386,33230,33616,34697,35129,36112,36355,34135,34906,36923,38347,38813,40504,42843,43607,44687,46350,47730,52195
" ""26101""","Manistee, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3139,3251,3476,3780,3926,4457,4934,5380,6114,6793,7410,8044,8659,9106,9939,10738,11356,11794,12569,12641,13753,14515,15395,15910,16023,17059,17626,18418,19215,20124,21699,23061,23973,23915,24524,25346,26133,26581,27971,30224,29965,31774,32356,32755,32169,33883,36591,36851,37837,39516,40663,44382
" ""26103""","Marquette, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3245,3552,3797,4200,4670,5102,5791,6270,6541,7480,8029,8702,9410,9717,10174,11114,11535,12481,13217,14160,15007,15630,16675,17335,17905,18476,19299,20179,20917,21668,23151,24095,24291,24394,25645,26321,27121,28319,30074,32080,31476,32636,33357,34607,34255,35338,36714,37282,37723,39083,40284,44445
" ""26105""","Mason, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3084,3352,3755,4099,4144,4756,5025,5427,5930,6731,7407,7903,8499,8923,9588,10633,11052,11410,12237,12848,14156,14882,15408,16284,17263,18104,19026,19328,20559,21609,22947,23686,24330,24439,25209,26030,26307,27280,28944,30618,30205,32126,33052,34085,34559,36028,37556,38002,38916,40297,41185,45326
" ""26107""","Mecosta, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2667,2569,2707,2920,3091,3435,3838,4112,4530,5026,5537,6458,6625,7108,7880,8549,9143,9610,10264,10776,11814,12123,12731,13784,15189,16039,16986,17303,17893,18386,18863,19358,20190,19896,20140,21013,21748,22522,23538,24480,24801,26101,27322,27553,28213,29226,30158,31235,32712,33334,33868,37579
" ""26109""","Menominee, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2868,2945,3096,3448,3892,4429,4768,5283,5664,6345,7070,7786,8481,9045,9542,10655,11207,11816,11967,12570,14300,15200,15172,16444,17229,18563,19383,20163,20730,22023,22694,23393,23607,23665,24219,25782,26753,27747,29273,31419,30204,32843,34691,35490,35206,37594,38646,39115,41163,42485,43943,47594
" ""26111""","Midland, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,4327,4336,4600,4925,5310,6119,6547,7382,8389,9233,9989,10469,11408,12095,12680,13480,15078,16179,17410,18908,20754,21640,22135,23456,24328,25126,26449,27828,28366,30261,30487,31795,33515,33311,34458,37260,37275,38984,40186,43507,42031,43094,45641,45597,44735,41090,40191,46983,57473,53973,54477,57561
" ""26113""","Missaukee, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2647,2757,2843,3420,3954,4108,4501,4826,5035,5505,5992,6622,7382,7792,8391,9397,10102,10750,10986,11886,12817,12787,12758,13581,14628,15505,15979,16788,17361,18376,20020,20148,20063,20180,20083,21994,22570,23322,24445,25437,24665,27412,29297,28682,30761,32449,32637,32445,34425,34818,35914,40298
" ""26115""","Monroe, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3751,3740,4033,4541,5126,5451,5803,6520,7265,7983,8733,9454,10228,10901,11831,12680,13481,14643,15106,16321,17189,17565,17819,19186,20366,22511,23373,24200,25317,26701,28416,29650,30320,30242,31040,32142,32885,33753,34695,35421,33686,34746,36621,37890,38418,40319,42688,43721,45508,47091,48696,52028
" ""26117""","Montcalm, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3236,3422,3669,3882,4280,4864,5122,5513,6163,6720,7478,8438,8707,9502,10049,10752,11166,11433,11857,11979,13222,13073,13234,14271,15093,15953,16505,16951,18024,18240,18977,19697,20966,22291,23310,22936,23446,23471,24247,25684,24998,26322,27906,29010,29199,30023,31609,32245,33427,34427,35911,40018
" ""26119""","Montmorency, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,2666,2684,3000,3345,3438,3707,4191,4611,5163,5733,6273,7032,7728,8383,8593,9216,9671,10093,10694,10921,11289,11876,12367,13186,13608,14982,15454,16143,16764,17933,18575,18876,19620,20013,20867,21085,22013,22985,24156,25619,25939,27109,28681,28725,30835,31512,33936,35264,35493,36806,37620,42154
" ""26121""","Muskegon, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3556,3686,3799,4226,4631,5151,5634,6095,6678,7502,8194,8839,9494,10090,10613,11683,12313,12739,13275,13739,14608,15255,15537,16286,16874,17952,18741,19588,20729,21789,22922,23960,24284,24366,24863,25365,26093,27097,28067,28567,27852,29123,30942,32037,31978,33682,35325,35977,36936,38141,39769,44000
" ""26123""","Newaygo, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,3220,3304,3546,3913,4158,4443,4895,5413,5787,6454,7068,7570,8122,8680,9208,10187,10737,11091,11734,11994,13060,13754,14431,15070,15789,17437,17548,18518,19345,20204,21010,21896,21819,21850,22461,23762,24425,25526,26172,27072,26666,28155,29629,30687,31242,32835,34319,36030,36766,37123,38246,42117
" ""26125""","Oakland, MI",3,CAINC1,3,...,Per capita personal income (dollars) 2/,Dollars,5514,5471,5977,6661,7384,7783,8248,9351,10632,11857,12999,13844,14979,15523,16647,18716,20718,22020,22744,24502,26828,27670,27474,29509,31165,33534,35749,37587,39207,43097,44725,48483,49612,48976,49294,50242,51117,51669,53271,53544,49036,50392,54624,58254,58304,61513,65176,66757,69066,71324,73468,76941
