,SizeRank,RegionName,StateName,CountyName,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15,Feb-15,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20
41,41,Kansas City,Missouri,Jackson County,117884.0,117260.0,117055.0,117307.0,117494.0,117215.0,116652.0,115683.0,114481.0,113441.0,111929.0,110797.0,109846.0,109306.0,108272.0,106941.0,105224.0,103829.0,102648.0,101941.0,101319.0,100773.0,100564.0,100249.0,99944.0,99467.0,99313.0,99301.0,99342.0,99174.0,99117.0,99167.0,99461.0,99529.0,99608.0,99771.0,100057.0,100541.0,100777.0,100988.0,101343.0,102303.0,103329.0,103932.0,104205.0,104586.0,105107.0,105686.0,106347.0,106729.0,107284.0,107925.0,108827.0,109337.0,109521.0,109964.0,110465.0,111120.0,111716.0,112234.0,112554.0,112765.0,113216.0,113726.0,114183.0,114627.0,115259.0,115687.0,116186.0,116661.0,117297.0,117817.0,118396.0,119183.0,120070.0,120961.0,121901.0,122824.0,123753.0,124918.0,125997.0,127124.0,127946.0,129014.0,130087.0,131339.0,132381.0,133271.0,134040.0,134970.0,136119.0,137119.0,138344.0,139491.0,140807.0,141924.0,143145.0,144226,145116,146145,147172,148246,149008,149969,150922,151839,152648,153754,154673,155463,155730,156023,156351,156844,157445,157934,158358,158872,159476,159926,160485,161195,162487
44,44,Virginia Beach,Virginia,Virginia Beach City,267042.0,267680.0,268209.0,268338.0,268357.0,267795.0,265577.0,263434.0,261449.0,260584.0,259399.0,257858.0,255387.0,253135.0,251670.0,251212.0,249814.0,247978.0,247737.0,248554.0,248988.0,248151.0,246875.0,246298.0,245724.0,245688.0,244773.0,244233.0,244572.0,245695.0,246386.0,245426.0,245127.0,245017.0,245983.0,246324.0,247726.0,248823.0,250158.0,250068.0,249863.0,249341.0,249771.0,250618.0,251374.0,252241.0,252879.0,253506.0,254170.0,254330.0,254653.0,255256.0,255743.0,256650.0,255998.0,255830.0,255422.0,255948.0,256024.0,256152.0,255673.0,256728.0,257643.0,258327.0,258502.0,258707.0,259736.0,260375.0,261266.0,261252.0,261731.0,262635.0,263592.0,262840.0,261600.0,261261.0,261795.0,262002.0,262492.0,263564.0,264487.0,265109.0,265327.0,265073.0,265205.0,265712.0,267097.0,268232.0,269493.0,270568.0,270762.0,270220.0,269886.0,270154.0,270652.0,271500.0,272128.0,272873,273045,273416,273765,274288,275107,276028,276440,276738,277109,277545,277304,277429,277959,278818,279059,279374,279861,280578,281662,282686,283666,284575,286102,287349,288499
47,47,Minneapolis,Minnesota,Hennepin County,196734.0,197928.0,198816.0,198456.0,197093.0,195430.0,194336.0,192489.0,190600.0,188506.0,187271.0,186209.0,184189.0,181793.0,179332.0,178192.0,177540.0,176261.0,174373.0,172486.0,170502.0,168419.0,166277.0,164739.0,164657.0,165035.0,165608.0,165470.0,164937.0,166189.0,167849.0,170251.0,172462.0,175553.0,178674.0,181222.0,182659.0,183669.0,184648.0,185966.0,188125.0,189704.0,191831.0,193804.0,196558.0,198553.0,199945.0,200903.0,202319.0,203473.0,205297.0,207121.0,209465.0,210944.0,211322.0,210922.0,210028.0,209292.0,209154.0,210229.0,211135.0,213433.0,214916.0,217000.0,217730.0,218418.0,219524.0,220802.0,222512.0,224215.0,226066.0,227386.0,229325.0,230773.0,232282.0,232725.0,232935.0,234066.0,235224.0,237176.0,238741.0,240829.0,242364.0,243742.0,244251.0,244656.0,245935.0,247980.0,250759.0,252528.0,254754.0,256223.0,257672.0,258445.0,260164.0,262258.0,265176.0,267809,269855,270887,272041,273757,275404,277111,278223,279520,279682,280004,280393,281380,282170,282933,283274,283759,284001,284379,285276,286258,287748,288978,289898,290556,291476
48,48,Honolulu,Hawaii,Honolulu County,485514.0,492360.0,494683.0,496629.0,497449.0,504522.0,510203.0,515398.0,517974.0,519359.0,522933.0,521937.0,520608.0,516260.0,515023.0,509774.0,505304.0,500242.0,498270.0,495568.0,493950.0,495614.0,494895.0,495104.0,496195.0,498955.0,504913.0,510147.0,515766.0,516933.0,518050.0,519912.0,523724.0,526080.0,530493.0,534075.0,533139.0,532207.0,529814.0,534804.0,540988.0,547696.0,554537.0,562602.0,571765.0,579558.0,585648.0,593820.0,604373.0,613911.0,620820.0,623123.0,623045.0,625379.0,627365.0,630379.0,631353.0,632021.0,633932.0,635445.0,637930.0,639367.0,641857.0,645016.0,649392.0,652238.0,654868.0,654617.0,654096.0,654661.0,656263.0,656533.0,656653.0,658106.0,660243.0,661833.0,662649.0,664984.0,667312.0,672278.0,677412.0,682581.0,684958.0,687869.0,689661.0,691031.0,692253.0,694211.0,699337.0,702869.0,706126.0,705683.0,707535.0,709417.0,713087.0,715886.0,718461.0,720686,722572,724998,725130,725246,725178,727508,728416,728628,727683,726790,725823,725446,725089,724382,723241,722252,721266,719525,717406,715430,713667,711853,710052,707657,705049
50,50,New Orleans,Louisiana,Orleans Parish,171330.0,173198.0,175034.0,175350.0,175648.0,175464.0,175047.0,174755.0,173571.0,173031.0,172471.0,173230.0,173916.0,174188.0,173298.0,172210.0,171004.0,170304.0,169830.0,169555.0,169756.0,169635.0,169831.0,168463.0,167079.0,166042.0,166522.0,168836.0,171008.0,172375.0,173048.0,173449.0,173926.0,175062.0,176336.0,177806.0,179418.0,181212.0,183031.0,183461.0,183953.0,185115.0,186901.0,188893.0,190710.0,192464.0,194256.0,196569.0,198167.0,198621.0,198642.0,198795.0,198941.0,199277.0,199789.0,201096.0,201600.0,202542.0,202739.0,203277.0,204136.0,205953.0,207824.0,209998.0,212945.0,215713.0,218312.0,219662.0,222189.0,222914.0,224599.0,225614.0,227310.0,228488.0,229103.0,230527.0,231636.0,232917.0,232847.0,232956.0,232643.0,233971.0,234977.0,235829.0,235521.0,235123.0,235392.0,234483.0,233139.0,231619.0,232035.0,232960.0,233351.0,233404.0,233716.0,234004.0,235395.0,236788,238307,239021,238943,238898,237598,236960,235873,235718,234349,233285,232078,232129,232073,232137,232489,233287,234342,234624,235478,235525,236414,237187,237801,237545,237225
54,55,Wichita,Kansas,Sedgwick County,120089.0,120092.0,119967.0,119472.0,119121.0,118832.0,118534.0,117996.0,117389.0,116764.0,116204.0,115701.0,115353.0,115032.0,114506.0,113880.0,113662.0,113374.0,112837.0,112244.0,111751.0,111564.0,111146.0,110927.0,110499.0,110357.0,110323.0,110462.0,110237.0,110243.0,110282.0,110567.0,110415.0,109999.0,109995.0,109800.0,109836.0,109569.0,109649.0,109714.0,109920.0,109765.0,109765.0,109595.0,109798.0,110061.0,110050.0,110145.0,110242.0,110465.0,110512.0,110435.0,110071.0,109850.0,109736.0,110100.0,110433.0,110705.0,111097.0,111499.0,111861.0,112204.0,112500.0,112976.0,113692.0,114566.0,115190.0,115346.0,115326.0,115425.0,115669.0,115841.0,116122.0,116296.0,116471.0,116513.0,116801.0,116941.0,117332.0,117579.0,118119.0,118634.0,119041.0,119541.0,119862.0,120473.0,121070.0,121720.0,121815.0,121921.0,122013.0,122811.0,123548.0,124199.0,124432.0,124596.0,124849.0,125109,125338,125499,125844,126201,126549,126813,127189,127760,128767,129882,130663,131026,131248,131780,132434,133173,133905,134432,134896,135299,135637,135955,136570,137491,138575
63,64,Columbia,South Carolina,Richland County,138861.0,138128.0,137583.0,137550.0,137865.0,137947.0,137715.0,137276.0,136683.0,135897.0,135341.0,134738.0,134466.0,134000.0,133534.0,132680.0,131931.0,131157.0,130482.0,129731.0,128967.0,128312.0,127470.0,126868.0,126388.0,126165.0,125825.0,125564.0,125182.0,124631.0,123964.0,123277.0,123027.0,122849.0,122902.0,122715.0,122359.0,122043.0,121770.0,121536.0,121382.0,121578.0,122019.0,122427.0,122720.0,122864.0,122862.0,122970.0,123049.0,123002.0,122788.0,122708.0,122321.0,121939.0,121314.0,121123.0,120533.0,119919.0,119538.0,119389.0,119379.0,119261.0,119344.0,119340.0,119603.0,119904.0,120496.0,120860.0,121540.0,122626.0,123394.0,123456.0,123524.0,123922.0,124774.0,125408.0,126178.0,126778.0,127358.0,127943.0,128495.0,128706.0,129087.0,129998.0,130828.0,131373.0,131422.0,131784.0,131959.0,132132.0,132069.0,132142.0,132219.0,132341.0,132355.0,132522.0,132750.0,133481,134147,134795,135185,135733,136417,137046,137624,137992,138645,139287,140162,140554,140850,141118,141592,142115,142647,143169,143737,144522,145130,145602,145903,146404,147135
74,75,Anchorage,Alaska,Anchorage Borough,269926.0,269576.0,269348.0,269467.0,270204.0,270331.0,270466.0,270816.0,271116.0,270967.0,270127.0,269725.0,268703.0,267848.0,266067.0,264511.0,263424.0,263462.0,263823.0,264167.0,264285.0,264732.0,265126.0,265850.0,266807.0,267672.0,268853.0,270195.0,271601.0,271589.0,271295.0,270770.0,271392.0,271981.0,272779.0,272251.0,272554.0,273311.0,274895.0,275575.0,276242.0,278217.0,280052.0,281648.0,281969.0,282285.0,282960.0,284081.0,284616.0,285425.0,286043.0,286743.0,286323.0,285404.0,285527.0,286769.0,288289.0,289700.0,290015.0,290801.0,291114.0,290789.0,290393.0,291212.0,293585.0,295646.0,296481.0,296251.0,295718.0,295121.0,295616.0,296585.0,298197.0,299867.0,300722.0,300245.0,298677.0,297280.0,296366.0,295646.0,295583.0,295852.0,296108.0,295577.0,294869.0,293395.0,292425.0,291495.0,291790.0,292367.0,293021.0,293780.0,294569.0,295436.0,295694.0,296244.0,296935.0,297041,296709,294515,294400,294628,296674,297262,297183,297053,297114,297642,298161,302213,306036,312136,314454,317062,318174,320343,322813,325144,327511,329360,330973,329885,328889
81,82,Newark,New Jersey,Essex County,277388.0,272105.0,267815.0,263828.0,260701.0,256757.0,250824.0,244953.0,238107.0,234550.0,231420.0,228434.0,223015.0,219725.0,216466.0,214868.0,211487.0,209927.0,208915.0,208464.0,206488.0,203445.0,199982.0,198578.0,198194.0,197780.0,196506.0,193859.0,192489.0,190291.0,189036.0,187311.0,187601.0,187727.0,187965.0,188000.0,187262.0,186166.0,184254.0,182911.0,180730.0,179668.0,178122.0,176963.0,175139.0,173527.0,173452.0,171756.0,171653.0,170893.0,171991.0,173172.0,174462.0,175744.0,176314.0,177875.0,178607.0,179767.0,178915.0,178997.0,178810.0,179468.0,180240.0,180745.0,182301.0,183051.0,184437.0,185088.0,186492.0,187320.0,189595.0,191822.0,193119.0,194122.0,194945.0,196565.0,197440.0,198373.0,199842.0,201074.0,203348.0,205646.0,207521.0,209367.0,211746.0,214341.0,216046.0,216644.0,217598.0,218829.0,220269.0,222074.0,222771.0,223919.0,224204.0,225321.0,227089.0,229179,231451,234542,238315,242144,244517,247159,250247,254569,258071,261303,263124,266235,268530,270318,270857,272114,274375,276341,278344,279148,281219,283109,285720,287121,289358
91,92,Mobile,Alabama,Mobile County,131428.0,131443.0,130404.0,128885.0,127416.0,126329.0,125068.0,123758.0,122355.0,121507.0,120179.0,118391.0,115884.0,113605.0,112752.0,112558.0,112351.0,111396.0,110746.0,110247.0,109794.0,108634.0,107693.0,107209.0,107076.0,106370.0,105162.0,103912.0,103513.0,103744.0,103529.0,102981.0,102476.0,102673.0,103180.0,103453.0,104034.0,104936.0,105706.0,105707.0,104836.0,103872.0,103649.0,103824.0,104011.0,103992.0,103635.0,103561.0,103291.0,103219.0,102961.0,103148.0,103570.0,104232.0,104614.0,104998.0,105190.0,105200.0,105234.0,104981.0,104624.0,104119.0,104480.0,104805.0,105359.0,105395.0,105684.0,105735.0,105900.0,105993.0,106107.0,106349.0,106743.0,107428.0,107662.0,108247.0,108501.0,109021.0,109112.0,109329.0,109464.0,109858.0,110548.0,111341.0,111947.0,112398.0,112652.0,112887.0,112843.0,112917.0,113128.0,113602.0,114310.0,114857.0,115097.0,115354.0,115764.0,115929,116124,116243,117124,117820,118537,118868,119187,119345,119733,119964,120432,120836,121471,121983,122331,122701,123093,123664,124175,124873,125517,126278,126845,127648,128357
104,105,Boise,Idaho,Ada County,178108.0,177981.0,176221.0,175424.0,174173.0,171915.0,169443.0,166744.0,164254.0,162373.0,160537.0,158722.0,157204.0,155115.0,154008.0,151757.0,150008.0,149265.0,149530.0,149542.0,149780.0,149696.0,150422.0,150430.0,150078.0,150238.0,151075.0,154335.0,157426.0,159974.0,161772.0,164536.0,167140.0,169811.0,170960.0,173769.0,177899.0,181632.0,185187.0,186189.0,188274.0,189790.0,192448.0,194295.0,195401.0,196857.0,199212.0,200844.0,201080.0,201132.0,201095.0,201681.0,201328.0,201615.0,201330.0,201135.0,201827.0,202564.0,203498.0,203978.0,204376.0,205409.0,206285.0,208101.0,209860.0,211543.0,212589.0,213803.0,214474.0,214620.0,214559.0,215465.0,218426.0,220538.0,222509.0,222765.0,224025.0,225022.0,226418.0,227796.0,229851.0,232290.0,234171.0,235745.0,235795.0,237318.0,238689.0,242043.0,243858.0,246171.0,248250.0,250445.0,252686.0,254923.0,258429.0,261128.0,263843.0,265839,268519,271470,275618,280207,284785,288037,290920,293704,297087,300659,304508,306974,309576,311209,313335,314644,316159,318901,321962,325175,327419,330139,333088,337402,341449
125,126,Des Moines,Iowa,Polk County,115395.0,115289.0,115470.0,115652.0,115651.0,115293.0,114598.0,113750.0,112722.0,111623.0,110738.0,110005.0,109692.0,109219.0,108620.0,107748.0,106815.0,105970.0,105353.0,104878.0,104489.0,104176.0,104028.0,103958.0,103373.0,102845.0,102502.0,102747.0,103151.0,103528.0,104038.0,104577.0,105291.0,106057.0,106608.0,107080.0,107687.0,108386.0,108810.0,108724.0,108845.0,109173.0,109610.0,109918.0,110135.0,110307.0,110549.0,110746.0,111207.0,111562.0,112055.0,112545.0,112804.0,113033.0,113024.0,113040.0,113062.0,113069.0,113021.0,112969.0,113153.0,113540.0,114104.0,114715.0,115351.0,115940.0,116593.0,117422.0,118371.0,119209.0,120026.0,120814.0,121366.0,121921.0,122370.0,122958.0,123593.0,124318.0,125064.0,125486.0,125547.0,125925.0,126510.0,127140.0,127732.0,128349.0,129178.0,129816.0,130465.0,130977.0,131590.0,132332.0,133458.0,134300.0,135253.0,136362.0,137097.0,137465,137499,138237,139177,139828,140408,141022,141891,142783,143233,143600,144131,145255,146158,146632,146677,147215,147721,148180,148300,148463,148839,149155,149507,149540,149824
148,150,Salt Lake City,Utah,Salt Lake County,238723.0,239173.0,239649.0,239690.0,239679.0,238565.0,236861.0,234021.0,232699.0,231612.0,230351.0,228209.0,225634.0,223539.0,222040.0,220293.0,218769.0,217411.0,216887.0,217325.0,216589.0,216035.0,215467.0,216111.0,216765.0,217867.0,218471.0,219883.0,221808.0,224063.0,226006.0,227166.0,229053.0,230916.0,233314.0,235759.0,237976.0,240030.0,242196.0,245548.0,247878.0,250700.0,253056.0,256183.0,258845.0,261277.0,262913.0,264131.0,265733.0,267174.0,268800.0,267960.0,267808.0,267054.0,266941.0,266998.0,267078.0,267852.0,268900.0,269385.0,270511.0,271685.0,273874.0,276445.0,278719.0,280931.0,283043.0,285778.0,288669.0,291289.0,293098.0,295196.0,296903.0,298407.0,299055.0,300399.0,302628.0,304912.0,307478.0,308472.0,310411.0,312046.0,315633.0,319512.0,322913.0,325681.0,328032.0,330985.0,333651.0,337276.0,340136.0,343799.0,346106.0,349200.0,351362.0,353637.0,354256.0,356712,360348,365269,369537,372379,375654,377908,380690,383598,386819,389998,393591,396833,398958,400057,401008,402807,404566,407031,409532,411503,413180,414645,416737,418201,419987
151,153,Little Rock,Arkansas,Pulaski County,144170.0,144643.0,144749.0,144770.0,144936.0,144694.0,144097.0,143232.0,142629.0,142229.0,141822.0,141104.0,139910.0,138853.0,138280.0,137563.0,136463.0,135645.0,135333.0,135582.0,135297.0,134981.0,134372.0,134121.0,134315.0,134547.0,134893.0,135317.0,136079.0,136395.0,136414.0,136109.0,136447.0,136724.0,137427.0,137829.0,138020.0,138139.0,137780.0,137800.0,137622.0,138081.0,138465.0,138897.0,138905.0,138617.0,138100.0,137592.0,137432.0,137489.0,137859.0,137977.0,138035.0,137730.0,137441.0,137313.0,137411.0,137930.0,138065.0,138578.0,138763.0,138868.0,138650.0,138416.0,138577.0,138943.0,139454.0,139846.0,140404.0,141077.0,142224.0,142811.0,143259.0,143736.0,144313.0,144799.0,144579.0,144312.0,143926.0,143717.0,143183.0,142188.0,141244.0,140663.0,140817.0,140784.0,141241.0,141653.0,142691.0,143308.0,143958.0,144300.0,144696.0,145342.0,145869.0,146445.0,146797.0,147242,147380,147338,147366,147580,148018,148111,148500,148816,149470,149934,150420,150752,150702,150547,150232,150291,150195,150515,150695,150953,151040,151242,151444,151815,152585
165,167,Providence,Rhode Island,Providence County,177792.0,178160.0,178795.0,178949.0,179577.0,179518.0,178807.0,177897.0,176335.0,175191.0,173942.0,172025.0,169873.0,167791.0,165910.0,163319.0,160472.0,158686.0,157229.0,155895.0,154718.0,152954.0,151087.0,149837.0,149110.0,148116.0,146950.0,146342.0,146134.0,145708.0,146007.0,146371.0,146579.0,146906.0,147663.0,149148.0,150607.0,152561.0,154117.0,155701.0,157143.0,158329.0,159198.0,160278.0,161713.0,162968.0,163567.0,163428.0,163274.0,163047.0,163053.0,163284.0,163614.0,164473.0,164686.0,164797.0,164746.0,165346.0,166528.0,167940.0,169058.0,169491.0,170266.0,170807.0,171674.0,172416.0,173627.0,174117.0,173535.0,173268.0,173468.0,174261.0,175762.0,178222.0,180423.0,181345.0,181686.0,181693.0,182480.0,183912.0,187668.0,190191.0,191993.0,192076.0,191750.0,191749.0,191840.0,194816.0,198025.0,201539.0,203212.0,204587.0,205209.0,206793.0,208750.0,211791.0,214709.0,217152,219133,219271,219662,220341,222708,225153,226518,226887,226842,227303,227343,227189,227719,229324,230706,231475,231831,232258,233496,235372,237624,239404,241767,244540,247135
169,171,Sioux Falls,South Dakota,Minnehaha County,151624.0,151732.0,151823.0,151968.0,152149.0,152184.0,152071.0,151954.0,151759.0,151543.0,151228.0,150899.0,150531.0,150181.0,149895.0,149608.0,149325.0,149564.0,149854.0,150109.0,150061.0,150132.0,150320.0,150423.0,150405.0,150480.0,150536.0,150671.0,150823.0,150508.0,150372.0,150380.0,150881.0,151322.0,151595.0,151961.0,152418.0,152958.0,153536.0,154088.0,154598.0,155229.0,155757.0,156216.0,156570.0,156887.0,157363.0,157865.0,158259.0,158547.0,158681.0,158910.0,159266.0,159681.0,160103.0,160423.0,161090.0,161824.0,162597.0,162904.0,163474.0,164146.0,164920.0,165492.0,165971.0,166751.0,167664.0,168701.0,168865.0,169074.0,169203.0,170163.0,171019.0,171829.0,172973.0,174272.0,175537.0,176209.0,176793.0,177495.0,178727.0,179859.0,181080.0,181995.0,182960.0,183876.0,184508.0,185256.0,186033.0,187081.0,187956.0,188776.0,189612.0,190388.0,191146.0,191716.0,192324.0,192954,193768,194635,195600,196630,197828,198971,200107,201226,202358,203312,204023,204552,205014,205436,205809,206157,206500,206924,207309,207797,208298,209102,210100,211277,212513
185,188,Jackson,Mississippi,Hinds County,45372.0,45461.0,45416.0,44964.0,44588.0,44633.0,44854.0,45214.0,45396.0,45387.0,45017.0,44965.0,44945.0,45258.0,45131.0,44676.0,43570.0,42156.0,40792.0,39534.0,38392.0,37566.0,36843.0,36226.0,35612.0,34905.0,34075.0,33469.0,33437.0,33738.0,33857.0,33616.0,33196.0,32923.0,32974.0,33111.0,33100.0,33204.0,33747.0,34440.0,34777.0,34741.0,34523.0,34321.0,34255.0,33981.0,33544.0,32875.0,32409.0,31968.0,31582.0,31198.0,31184.0,31156.0,31351.0,31780.0,32570.0,33497.0,34459.0,35495.0,36436.0,37356.0,38013.0,38486.0,38652.0,39087.0,39750.0,40321.0,40240.0,40016.0,39705.0,39573.0,39437.0,39354.0,39298.0,39130.0,39183.0,39364.0,39454.0,39485.0,39694.0,39904.0,40081.0,40111.0,40288.0,40221.0,40271.0,40466.0,40632.0,40524.0,40249.0,40457.0,40737.0,41171.0,41705.0,42367.0,42774.0,42989,43047,43390,43661,43840,44183,44236,44419,43974,43776,43503,43520,43562,43700,43663,43556,43599,43589,43535,43298,43424,43298,43159,42865,42664,42402
231,235,Bridgeport,Connecticut,Fairfield County,173928.0,173335.0,173502.0,174615.0,174960.0,173626.0,171474.0,169324.0,167424.0,165042.0,162594.0,160879.0,159727.0,158302.0,155854.0,152748.0,150398.0,149132.0,148008.0,146065.0,144856.0,144379.0,144629.0,143546.0,142254.0,140603.0,139353.0,138686.0,138208.0,137698.0,137508.0,138124.0,138444.0,138603.0,138292.0,138121.0,138432.0,139163.0,140591.0,141258.0,142395.0,143100.0,143888.0,144083.0,144390.0,144702.0,144974.0,145949.0,147105.0,148576.0,148585.0,148723.0,147784.0,147624.0,147484.0,147522.0,147693.0,147356.0,147483.0,147110.0,146021.0,144671.0,144246.0,144811.0,145914.0,147060.0,148062.0,149438.0,150186.0,150628.0,150172.0,149990.0,150680.0,151958.0,153397.0,154064.0,153935.0,153352.0,152403.0,151697.0,151374.0,152600.0,154848.0,157476.0,159837.0,161277.0,162656.0,163617.0,166336.0,168291.0,170883.0,172147.0,174102.0,175322.0,176808.0,177711.0,178661.0,179892,180753,181435,180757,182029,183831,186438,188106,189218,190284,191244,191745,192248,192724,194278,195955,196702,196823,197027,197661,198850,199809,201133,202897,204774,206963
255,260,Billings,Montana,Yellowstone County,196026.0,196303.0,196878.0,197765.0,198974.0,199955.0,200432.0,200852.0,201142.0,201351.0,201279.0,201154.0,201075.0,200492.0,200188.0,200180.0,200842.0,200661.0,200721.0,199731.0,199791.0,199691.0,200103.0,200218.0,200578.0,201393.0,201980.0,202440.0,202469.0,203242.0,204070.0,206084.0,207327.0,208408.0,208693.0,209593.0,210540.0,211599.0,212409.0,213433.0,214301.0,215041.0,215092.0,215424.0,215522.0,216817.0,219132.0,221224.0,223046.0,223706.0,225368.0,226464.0,227462.0,228745.0,231870.0,233585.0,236191.0,236354.0,236968.0,236494.0,236650.0,237829.0,237901.0,238142.0,238636.0,240375.0,240308.0,240361.0,238799.0,239537.0,239328.0,239459.0,238343.0,237240.0,237132.0,237249.0,237773.0,236323.0,236033.0,235989.0,236566.0,235724.0,235036.0,235762.0,237819.0,239371.0,240280.0,240957.0,240963.0,240773.0,240061.0,240088.0,241294.0,242723.0,244015.0,243989.0,242580.0,242217,241384,242072,243129,245122,247038,246823,247300,248492,250651,251614,252888,253836,255302,255194,254767,254768,254970,256522,257000,257139,256682,257590,258801,259960,261173
333,339,Manchester,New Hampshire,Hillsborough County,208159.0,207961.0,208067.0,208045.0,208038.0,207566.0,207414.0,206662.0,205741.0,204334.0,203185.0,202173.0,200741.0,199265.0,197515.0,196884.0,195346.0,193229.0,190613.0,188893.0,187452.0,186215.0,184702.0,182976.0,181948.0,180957.0,179766.0,178196.0,177519.0,177879.0,178862.0,179157.0,179375.0,179348.0,179799.0,180721.0,181691.0,183021.0,184490.0,185705.0,186818.0,187665.0,188543.0,189921.0,191496.0,192935.0,193421.0,193576.0,193318.0,193096.0,193011.0,193689.0,194154.0,194817.0,194884.0,194773.0,194572.0,195038.0,196248.0,197017.0,197760.0,198432.0,199839.0,201121.0,202834.0,203872.0,205363.0,206247.0,206651.0,206420.0,206692.0,208091.0,209324.0,209969.0,209990.0,210197.0,210280.0,210278.0,210003.0,210618.0,212133.0,214034.0,215039.0,215355.0,216277.0,218079.0,219422.0,220608.0,221609.0,223610.0,225403.0,226913.0,228033.0,229602.0,231670.0,233605.0,234888.0,235549,236895,238246,239256,239580,240345,241715,243069,243734,243868,244620,245448,246522,246801,247228,248159,249449,250635,251430,252386,253730,255575,257279,259294,261428,264144
344,350,Fargo,North Dakota,Cass County,184252.0,183266.0,181396.0,180244.0,180181.0,180923.0,182089.0,182604.0,183569.0,183564.0,183438.0,182635.0,182214.0,181773.0,181822.0,181956.0,181082.0,178854.0,176550.0,175047.0,173743.0,172631.0,171604.0,170837.0,169994.0,169319.0,169118.0,169176.0,169864.0,171137.0,172192.0,172636.0,172731.0,173256.0,174433.0,175924.0,177564.0,179106.0,180330.0,181055.0,181584.0,182011.0,182938.0,183549.0,184689.0,184994.0,186373.0,187409.0,188707.0,189218.0,189431.0,189982.0,190541.0,191643.0,192469.0,194657.0,196507.0,200150.0,200538.0,201219.0,200604.0,202018.0,203852.0,206249.0,209413.0,211913.0,213670.0,214143.0,214290.0,214103.0,215529.0,216984.0,219034.0,220707.0,222213.0,223045.0,222517.0,222168.0,222375.0,223193.0,224080.0,224417.0,224330.0,224447.0,224318.0,223561.0,222364.0,221883.0,222087.0,223083.0,223826.0,224013.0,224262.0,224294.0,225327.0,225742.0,226271.0,226321,227358,227918,228553,227865,227655,227534,227724,227472,227125,226726,227057,227861,227970,228032,227788,228302,228445,228653,228538,228938,228916,229150,228766,228354,228045
448,456,Cheyenne,Wyoming,Laramie County,198735.0,199409.0,200079.0,200941.0,202234.0,202965.0,202479.0,201769.0,201240.0,201686.0,201495.0,200979.0,200115.0,200069.0,200944.0,201950.0,201470.0,199901.0,199174.0,199862.0,200982.0,200230.0,199820.0,199026.0,199544.0,199651.0,198610.0,197659.0,197925.0,200249.0,201642.0,201545.0,200628.0,201906.0,203081.0,205493.0,206236.0,207180.0,207937.0,208821.0,209542.0,208887.0,208400.0,208480.0,210055.0,211571.0,213070.0,213188.0,213693.0,214007.0,215435.0,216549.0,217369.0,217963.0,219055.0,219782.0,220439.0,220050.0,220221.0,220927.0,221810.0,222592.0,222492.0,223031.0,224084.0,225969.0,227578.0,230127.0,231618.0,233187.0,233682.0,234477.0,235093.0,236050.0,237195.0,237995.0,238616.0,239244.0,240236.0,239472.0,238570.0,238133.0,239472.0,240494.0,241369.0,241993.0,243033.0,243900.0,244478.0,244739.0,244685.0,246533.0,248974.0,251545.0,252679.0,253544.0,254873.0,257011,258317,260079,260903,262752,263582,263882,264267,264769,267011,268397,269911,269763,271201,272480,274537,276004,278437,280708,282729,284564,285514,287466,289239,292104,294139
